Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
conservative,Adj,:,64,98,0.88
joint,Adj,%,64,100,0.89
formal,Adj,:,64,100,0.93
unable,Adj,:,64,100,0.96
usual,Adj,:,64,100,0.96
rural,Adj,:,63,98,0.85
average,Adj,%,62,100,0.93
initial,Adj,:,62,100,0.93
christian,Adj,:,62,100,0.91
bright,Adj,%,62,100,0.93
substantial,Adj,:,62,99,0.93
suitable,Adj,:,61,100,0.94
leading,Adj,:,61,99,0.93
immediate,Adj,:,61,100,0.94
equal,Adj,:,61,100,0.93
reasonable,Adj,:,61,100,0.9
working,Adj,:,60,100,0.92
overall,Adj,:,60,99,0.93
female,Adj,:,60,100,0.84
detailed,Adj,:,60,100,0.91
afraid,Adj,:,60,100,0.88
correct,Adj,:,59,100,0.94
eastern,Adj,:,59,100,0.9
inc,Adj,%,59,73,0.39
educational,Adj,:,59,98,0.89
sufficient,Adj,:,59,100,0.93
scientific,Adj,:,59,98,0.89
expensive,Adj,:,59,100,0.96
growing,Adj,:,59,100,0.94
democratic,Adj,:,59,93,0.76
irish,Adj,:,59,100,0.88
mental,Adj,:,58,100,0.9
critical,Adj,:,58,100,0.92
dangerous,Adj,:,58,100,0.96
familiar,Adj,:,57,100,0.96
increased,Adj,:,57,96,0.9
unlikely,Adj,%,57,100,0.95
double,Adj,:,57,100,0.95
slow,Adj,%,56,100,0.96
historical,Adj,:,56,99,0.9
thin,Adj,%,56,100,0.92
perfect,Adj,:,56,99,0.95
tiny,Adj,%,56,100,0.93
dry,Adj,%,56,100,0.94
increasing,Adj,:,55,97,0.93
daily,Adj,:,55,100,0.93
southern,Adj,:,55,100,0.92
wild,Adj,%,55,100,0.94
alone,Adj,%,54,100,0.92
urban,Adj,:,54,96,0.88
upper,Adj,:,54,99,0.93
supposed,Adj,:,54,100,0.92
liberal,Adj,:,54,100,0.88
narrow,Adj,%,54,100,0.95
empty,Adj,%,54,100,0.91
married,Adj,:,54,99,0.94
tall,Adj,%,53,100,0.91
busy,Adj,%,53,100,0.94
bloody,Adj,%,53,100,0.78
apparent,Adj,:,53,98,0.94
prepared,Adj,:,53,100,0.96
russian,Adj,:,52,100,0.85
clean,Adj,%,52,100,0.95
careful,Adj,:,52,100,0.96
moral,Adj,:,52,100,0.89
attractive,Adj,:,52,100,0.95
alternative,Adj,:,51,99,0.93
japanese,Adj,:,51,100,0.86
vital,Adj,:,51,100,0.94
thick,Adj,%,51,100,0.93
rare,Adj,%,50,100,0.95
fast,Adj,%,50,100,0.94
ancient,Adj,:,50,99,0.93
elderly,Adj,:,50,100,0.9
capable,Adj,:,49,100,0.95
typical,Adj,:,49,100,0.94
brief,Adj,%,49,99,0.96
external,Adj,:,49,97,0.9
wonderful,Adj,:,49,99,0.94
grand,Adj,%,49,100,0.94
grey,Adj,%,48,99,0.9
entire,Adj,:,48,100,0.97
surprised,Adj,:,47,100,0.91
vast,Adj,%,47,99,0.95
funny,Adj,%,47,98,0.85
severe,Adj,%,47,100,0.92
ideal,Adj,:,47,100,0.93
terrible,Adj,:,47,100,0.91
minor,Adj,:,47,100,0.94
academic,Adj,:,47,98,0.88
constant,Adj,:,47,100,0.94
pleased,Adj,:,47,100,0.93
ill,Adj,%,46,100,0.94
corporate,Adj,:,46,95,0.88
brown,Adj,%,45,99,0.91
crucial,Adj,:,45,99,0.93
odd,Adj,:,45,100,0.93
weak,Adj,%,45,100,0.95
used,Adj,:,45,100,0.97
fundamental,Adj,:,45,94,0.92
