Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
excuse,Verb,%,17,100,0.88
strip,Verb,%,17,100,0.94
edit,Verb,%,17,99,0.89
dump,Verb,%,16,97,0.89
formulate,Verb,%,16,96,0.92
spare,Verb,%,16,100,0.94
scatter,Verb,%,16,98,0.93
crack,Verb,%,16,98,0.93
market,Verb,%,16,98,0.83
stage,Verb,%,16,96,0.88
endorse,Verb,%,16,93,0.88
deem,Verb,%,16,96,0.87
classify,Verb,%,16,95,0.91
vanish,Verb,%,16,98,0.89
reproduce,Verb,%,16,96,0.91
import,Verb,%,16,98,0.92
creep,Verb,%,16,96,0.89
sue,Verb,%,16,100,0.84
decrease,Verb,%,16,88,0.87
advertise,Verb,%,16,100,0.94
ship,Verb,%,16,99,0.72
contract,Verb,%,16,99,0.93
shop,Verb,%,16,98,0.92
coincide,Verb,%,16,97,0.93
sponsor,Verb,%,16,96,0.91
impress,Verb,%,16,100,0.95
confess,Verb,%,16,99,0.93
suck,Verb,%,16,97,0.89
tempt,Verb,%,16,100,0.95
aid,Verb,%,16,97,0.94
dissolve,Verb,%,16,99,0.91
dispose,Verb,%,16,99,0.93
centre,Verb,%,16,97,0.92
schedule,Verb,%,16,93,0.83
discharge,Verb,%,15,98,0.9
contrast,Verb,%,15,96,0.92
erect,Verb,%,15,98,0.93
tuck,Verb,%,15,97,0.89
signal,Verb,%,15,99,0.94
inspect,Verb,%,15,99,0.93
halt,Verb,%,15,96,0.9
file,Verb,%,15,100,0.89
top,Verb,%,15,100,0.92
warm,Verb,%,15,99,0.93
tremble,Verb,%,15,83,0.83
commence,Verb,%,15,98,0.89
reward,Verb,%,15,97,0.93
subject,Verb,%,15,97,0.93
originate,Verb,%,15,93,0.92
praise,Verb,%,15,99,0.93
tighten,Verb,%,15,99,0.88
seal,Verb,%,15,100,0.95
taste,Verb,%,15,96,0.91
omit,Verb,%,15,96,0.9
relieve,Verb,%,15,100,0.95
depict,Verb,%,15,94,0.91
spoil,Verb,%,15,99,0.94
round,Verb,%,15,100,0.94
enquire,Verb,%,15,97,0.86
hunt,Verb,%,15,97,0.92
precede,Verb,%,15,97,0.92
access,Verb,%,15,93,0.78
draft,Verb,%,15,94,0.87
target,Verb,%,15,95,0.88
smash,Verb,%,15,96,0.91
enclose,Verb,%,15,98,0.9
campaign,Verb,%,14,94,0.91
widen,Verb,%,14,97,0.94
amend,Verb,%,14,94,0.86
fling,Verb,%,14,95,0.84
revive,Verb,%,14,97,0.93
transport,Verb,%,14,97,0.94
spill,Verb,%,14,99,0.92
shed,Verb,%,14,99,0.93
entertain,Verb,%,14,99,0.94
bow,Verb,%,14,100,0.87
depart,Verb,%,14,98,0.94
compensate,Verb,%,14,100,0.93
tour,Verb,%,14,94,0.9
guard,Verb,%,14,100,0.94
figure,Verb,%,14,100,0.93
entail,Verb,%,14,96,0.9
compile,Verb,%,14,95,0.93
supplement,Verb,%,14,97,0.92
transmit,Verb,%,14,97,0.91
rain,Verb,%,14,97,0.91
arouse,Verb,%,14,96,0.94
diminish,Verb,%,14,97,0.94
sentence,Verb,%,14,85,0.82
bid,Verb,%,14,97,0.89
stem,Verb,%,14,97,0.93
weaken,Verb,%,14,100,0.94
activate,Verb,%,14,97,0.72
clarify,Verb,%,14,96,0.92
surprise,Verb,%,14,100,0.91
neglect,Verb,%,14,99,0.94
summon,Verb,%,14,98,0.92
desire,Verb,%,14,98,0.93
deprive,Verb,%,14,99,0.91
plunge,Verb,%,14,97,0.91
