Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
quality,NoC,%,188,100,0.93
rule,NoC,%,187,100,0.91
tax,NoC,%,184,100,0.88
worker,NoC,%,184,100,0.91
pound,NoC,%,184,100,0.8
story,NoC,%,184,100,0.95
model,NoC,%,183,100,0.91
data,NoC,%,183,97,0.86
nature,NoC,%,182,100,0.94
structure,NoC,%,181,100,0.91
Officer,NoC,%,181,100,0.94
unit,NoC,%,180,100,0.93
bed,NoC,%,180,100,0.9
method,NoC,%,180,100,0.92
hospital,NoC,%,180,100,0.91
movement,NoC,%,179,100,0.94
detail,NoC,%,178,100,0.94
date,NoC,%,177,100,0.78
wall,NoC,%,175,100,0.93
computer,NoC,%,174,100,0.85
amount,NoC,%,171,100,0.88
bit,NoC,%,171,100,0.87
approach,NoC,%,171,100,0.92
award,NoC,%,170,99,0.37
scheme,NoC,%,170,100,0.92
President,NoC,%,170,100,0.78
chapter,NoC,%,169,100,0.91
theory,NoC,%,168,100,0.89
property,NoC,%,167,100,0.9
son,NoC,%,166,100,0.9
south,NoC,%,165,100,0.94
director,NoC,%,165,100,0.92
Leader,NoC,%,165,100,0.86
north,NoC,:,163,100,0.94
application,NoC,%,163,100,0.85
firm,NoC,%,163,100,0.88
secretary,NoC,%,162,100,0.86
board,NoC,%,162,100,0.92
production,NoC,%,162,100,0.92
King,NoC,%,162,100,0.92
opportunity,NoC,%,161,100,0.94
operation,NoC,%,161,100,0.93
share,NoC,%,161,100,0.86
chance,NoC,%,161,100,0.95
Lord,NoC,%,160,100,0.91
agreement,NoC,%,160,100,0.85
picture,NoC,%,159,100,0.95
test,NoC,%,159,100,0.92
contract,NoC,%,159,100,0.83
security,NoC,%,158,100,0.88
thousand,NoC,%,158,100,0.88
election,NoC,%,157,100,0.79
source,NoC,%,157,100,0.93
colour,NoC,%,156,99,0.93
future,NoC,%,156,100,0.94
site,NoC,%,155,100,0.91
loss,NoC,%,154,100,0.92
shop,NoC,%,154,100,0.94
animal,NoC,%,153,100,0.9
evening,NoC,%,153,100,0.93
purpose,NoC,%,152,100,0.92
p,NoC,%,152,79,0.67
standard,NoC,%,152,100,0.93
heart,NoC,%,152,100,0.93
benefit,NoC,%,152,100,0.92
page,NoC,%,151,100,0.93
love,NoC,%,150,99,0.92
hair,NoC,%,150,100,0.88
factor,NoC,%,150,100,0.92
music,NoC,%,150,100,0.91
Doctor,NoC,%,150,100,0.93
charge,NoC,%,149,100,0.92
pattern,NoC,%,149,100,0.91
design,NoC,%,148,100,0.91
piece,NoC,%,148,100,0.96
tree,NoC,%,147,100,0.94
population,NoC,%,147,100,0.91
plant,NoC,%,146,100,0.9
knowledge,NoC,%,146,100,0.92
pressure,NoC,%,146,100,0.94
performance,NoC,%,146,100,0.93
basis,NoC,:,145,100,0.93
fire,NoC,%,145,100,0.94
news,NoC,:,145,100,0.94
size,NoC,%,144,100,0.94
garden,NoC,%,144,100,0.93
series,NoC,:,144,100,0.93
environment,NoC,%,144,100,0.89
success,NoC,%,143,100,0.94
rest,NoC,%,143,100,0.97
analysis,NoC,%,143,100,0.89
thought,NoC,%,142,100,0.93
region,NoC,%,141,100,0.91
list,NoC,%,140,100,0.95
attention,NoC,%,140,100,0.96
statement,NoC,%,140,100,0.91
set,NoC,%,140,100,0.95
relation,NoC,%,140,100,0.88
space,NoC,%,140,100,0.95
step,NoC,%,139,100,0.96
