Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
predominantly,Adv,:,12,87,0.91
silently,Adv,:,12,79,0.83
openly,Adv,:,12,98,0.94
tight,Adv,:,11,98,0.89
efficiently,Adv,:,11,94,0.93
bc,Adv,%,11,68,0.77
high,Adv,:,11,99,0.95
far_from,Adv,:,11,94,0.94
jointly,Adv,:,11,90,0.91
bitterly,Adv,:,11,95,0.89
loudly,Adv,:,11,87,0.86
angrily,Adv,:,11,84,0.83
ad,Adv,%,11,84,0.85
individually,Adv,:,11,98,0.93
annually,Adv,:,11,88,0.91
incidentally,Adv,:,11,99,0.93
sincerely,Adv,:,11,95,0.74
adequately,Adv,:,11,97,0.93
harder,Adv,:,10,95,0.94
unusually,Adv,:,10,95,0.94
aloud,Adv,:,10,80,0.87
technically,Adv,:,10,100,0.94
ironically,Adv,:,10,95,0.93
as_it_were,Adv,:,10,94,0.82
c,Adv,%,10,58,0.71
economically,Adv,:,10,90,0.91
nicely,Adv,:,10,96,0.92
in_common,Adv,:,10,97,0.94
principally,Adv,:,10,92,0.92
indirectly,Adv,:,10,92,0.91
smoothly,Adv,:,10,98,0.92
duly,Adv,:,10,97,0.92
dead,Adv,:,10,97,0.9
promptly,Adv,:,10,98,0.94
sexually,Adv,:,10,97,0.88
strangely,Adv,:,10,92,0.9
all_the_same,Adv,:,10,91,0.89
frankly,Adv,:,10,96,0.92
presently,Adv,:,10,95,0.93
no_matter_how,Adv,:,10,97,0.95
after,Adv,:,10,99,0.95
reluctantly,Adv,:,10,96,0.89
vaguely,Adv,:,10,96,0.88
allegedly,Adv,:,10,85,0.86
under_way,Adv,:,10,96,0.91
continuously,Adv,:,9,100,0.92
nationally,Adv,:,9,83,0.91
fundamentally,Adv,:,9,89,0.92
course,Adv,:,9,39,0.69
supposedly,Adv,:,9,99,0.93
by_far,Adv,:,9,97,0.94
financially,Adv,:,9,98,0.94
doubtless,Adv,:,9,94,0.93
comfortably,Adv,:,9,97,0.93
over_here,Adv,:,9,79,0.85
loud,Adv,:,9,92,0.89
extensively,Adv,:,9,86,0.92
appropriately,Adv,:,9,91,0.92
hastily,Adv,:,9,84,0.84
exceptionally,Adv,:,9,97,0.94
lately,Adv,:,9,91,0.92
at_best,Adv,:,9,96,0.93
curiously,Adv,:,9,92,0.91
kindly,Adv,:,9,95,0.91
urgently,Adv,:,9,94,0.93
fiercely,Adv,:,9,94,0.88
unexpectedly,Adv,:,9,95,0.92
per_annum,Adv,%,9,80,0.9
vigorously,Adv,:,8,98,0.94
straight_away,Adv,:,8,96,0.9
brightly,Adv,:,8,87,0.89
politely,Adv,:,8,88,0.86
throughout,Adv,:,8,94,0.92
historically,Adv,:,8,84,0.9
violently,Adv,:,8,92,0.88
distinctly,Adv,:,8,98,0.93
conversely,Adv,:,8,82,0.9
calmly,Adv,:,8,87,0.85
casually,Adv,:,8,81,0.85
at_large,Adv,:,8,97,0.93
sideways,Adv,:,8,87,0.86
wildly,Adv,:,8,87,0.88
enormously,Adv,:,8,95,0.93
poorly,Adv,:,8,99,0.93
wide,Adv,:,8,97,0.93
this,Adv,:,8,98,0.94
preferably,Adv,:,8,98,0.92
upright,Adv,:,8,87,0.89
for_once,Adv,:,8,93,0.89
a_little_bit,Adv,:,8,76,0.79
thirdly,Adv,:,8,87,0.9
in_public,Adv,:,8,99,0.93
in_between,Adv,:,8,99,0.94
underneath,Adv,:,8,92,0.91
progressively,Adv,:,8,86,0.9
incredibly,Adv,:,8,97,0.93
radically,Adv,:,8,92,0.91
deeper,Adv,:,8,97,0.92
painfully,Adv,:,7,89,0.88
markedly,Adv,:,7,86,0.89
