Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
canadian,Adj,:,14,96,0.91
beneficial,Adj,:,14,94,0.9
turkish,Adj,:,14,93,0.82
selected,Adj,:,14,93,0.89
feminist,Adj,:,14,82,0.69
compact,Adj,%,14,99,0.75
bored,Adj,:,14,95,0.92
passive,Adj,:,14,98,0.9
swiss,Adj,:,14,97,0.89
extended,Adj,:,14,98,0.93
rear,Adj,%,14,98,0.9
rival,Adj,:,14,93,0.91
racial,Adj,:,14,93,0.87
charming,Adj,:,14,96,0.91
symbolic,Adj,:,14,98,0.89
patient,Adj,:,14,97,0.88
enthusiastic,Adj,:,14,100,0.95
calm,Adj,%,14,100,0.91
profitable,Adj,:,14,99,0.92
productive,Adj,:,14,96,0.9
reduced,Adj,:,14,91,0.91
resulting,Adj,:,14,85,0.92
minimal,Adj,:,14,96,0.93
moderate,Adj,:,14,95,0.92
dreadful,Adj,:,14,95,0.9
loyal,Adj,:,14,100,0.94
eager,Adj,:,14,98,0.93
philosophical,Adj,:,13,94,0.9
furious,Adj,:,13,97,0.9
olympic,Adj,:,13,81,0.81
burning,Adj,:,13,99,0.92
useless,Adj,:,13,100,0.94
inappropriate,Adj,:,13,93,0.93
divine,Adj,%,13,97,0.88
diverse,Adj,:,13,92,0.92
stuck,Adj,:,13,97,0.92
islamic,Adj,:,13,69,0.73
molecular,Adj,:,13,70,0.79
linear,Adj,:,13,80,0.84
invisible,Adj,:,13,96,0.93
fiscal,Adj,:,13,78,0.82
semantic,Adj,:,13,61,0.7
promising,Adj,:,13,100,0.94
mathematical,Adj,:,13,93,0.85
deliberate,Adj,:,13,98,0.95
misleading,Adj,:,13,94,0.92
middle-class,Adj,:,13,86,0.87
hidden,Adj,:,13,97,0.94
slim,Adj,%,13,98,0.91
eligible,Adj,:,13,93,0.9
circular,Adj,:,13,98,0.91
inherent,Adj,:,13,88,0.91
doubtful,Adj,:,13,100,0.95
prospective,Adj,:,13,95,0.9
inclined,Adj,:,13,99,0.94
elaborate,Adj,:,13,98,0.93
varied,Adj,:,13,96,0.92
printed,Adj,:,13,100,0.9
driving,Adj,:,13,99,0.93
fortunate,Adj,:,13,99,0.95
distinguished,Adj,:,13,97,0.93
noble,Adj,:,13,93,0.85
solar,Adj,:,13,95,0.81
variable,Adj,:,13,92,0.88
varying,Adj,:,13,97,0.92
selective,Adj,:,13,88,0.9
awake,Adj,:,13,94,0.87
insufficient,Adj,:,13,93,0.92
sacred,Adj,:,13,99,0.9
embarrassed,Adj,:,13,97,0.91
interior,Adj,:,13,92,0.77
protective,Adj,:,13,100,0.94
persistent,Adj,:,13,98,0.93
worthy,Adj,%,13,100,0.95
managerial,Adj,:,13,84,0.87
mysterious,Adj,:,13,95,0.93
sound,Adj,%,13,99,0.94
defensive,Adj,:,13,97,0.94
intermediate,Adj,:,13,85,0.9
tender,Adj,:,13,100,0.93
liquid,Adj,:,13,95,0.89
unpleasant,Adj,%,13,97,0.93
parental,Adj,:,13,89,0.86
aesthetic,Adj,:,12,86,0.83
convincing,Adj,:,12,100,0.94
compatible,Adj,:,12,88,0.85
competent,Adj,:,12,97,0.92
costly,Adj,%,12,99,0.93
integral,Adj,:,12,91,0.91
intact,Adj,:,12,99,0.91
optimistic,Adj,:,12,98,0.93
cognitive,Adj,:,12,63,0.81
nursing,Adj,:,12,91,0.81
ok,Adj,%,12,95,0.88
dual,Adj,:,12,96,0.92
lengthy,Adj,%,12,97,0.94
inland,Adj,:,12,92,0.88
resident,Adj,:,12,97,0.84
miserable,Adj,:,12,96,0.92
devoted,Adj,:,12,97,0.94
