Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
price,NoC,%,271,100,0.92
control,NoC,%,270,100,0.94
cost,NoC,%,269,100,0.93
action,NoC,%,269,100,0.94
issue,NoC,%,269,100,0.93
process,NoC,%,269,100,0.92
position,NoC,%,268,100,0.95
course,NoC,%,267,100,0.91
minute,NoC,%,266,100,0.94
education,NoC,%,260,100,0.9
type,NoC,%,259,100,0.9
research,NoC,%,258,100,0.83
subject,NoC,%,256,100,0.89
programme,NoC,%,255,100,0.92
girl,NoC,%,254,100,0.92
moment,NoC,%,254,100,0.92
Father,NoC,%,252,100,0.92
age,NoC,%,252,100,0.94
value,NoC,%,250,100,0.92
force,NoC,%,250,100,0.9
order,NoC,%,250,100,0.91
matter,NoC,%,248,100,0.94
act,NoC,%,248,100,0.88
lot,NoC,%,246,100,0.88
health,NoC,%,246,100,0.91
decision,NoC,%,243,100,0.93
Street,NoC,%,243,100,0.95
industry,NoC,%,242,100,0.91
patient,NoC,%,242,100,0.72
class,NoC,%,241,100,0.92
mind,NoC,%,241,100,0.94
church,NoC,%,238,100,0.91
condition,NoC,%,237,100,0.94
paper,NoC,%,237,100,0.96
bank,NoC,%,234,100,0.9
century,NoC,%,233,100,0.92
section,NoC,%,232,100,0.87
activity,NoC,%,231,100,0.92
table,NoC,%,231,100,0.94
hundred,NoC,%,231,100,0.84
death,NoC,%,230,100,0.95
sense,NoC,%,229,100,0.95
sort,NoC,%,229,100,0.9
building,NoC,%,229,100,0.94
staff,NoC,%,228,100,0.93
team,NoC,%,226,100,0.91
experience,NoC,%,223,100,0.94
student,NoC,%,222,100,0.88
mrs,NoC,%,221,100,0.91
language,NoC,%,221,100,0.88
Town,NoC,%,221,100,0.93
plan,NoC,%,220,100,0.93
management,NoC,%,219,100,0.9
department,NoC,%,219,100,0.87
morning,NoC,%,219,100,0.92
committee,NoC,%,217,100,0.92
product,NoC,%,217,100,0.89
practice,NoC,%,216,100,0.92
meeting,NoC,%,215,100,0.92
letter,NoC,%,215,100,0.96
ground,NoC,%,215,100,0.96
evidence,NoC,%,215,100,0.93
foot,NoC,%,214,100,0.93
boy,NoC,%,213,100,0.93
back,NoC,%,212,100,0.93
game,NoC,%,212,100,0.9
food,NoC,%,211,100,0.94
union,NoC,%,211,100,0.88
role,NoC,%,210,100,0.93
event,NoC,%,208,100,0.94
land,NoC,%,208,100,0.94
art,NoC,%,206,100,0.86
support,NoC,%,204,100,0.93
stage,NoC,%,203,100,0.95
voice,NoC,%,203,100,0.88
range,NoC,%,203,100,0.93
teacher,NoC,%,203,100,0.9
trade,NoC,%,203,100,0.91
arm,NoC,%,202,100,0.9
club,NoC,%,202,100,0.88
parent,NoC,%,201,100,0.93
Field,NoC,%,201,100,0.93
history,NoC,%,201,100,0.92
account,NoC,%,200,100,0.93
material,NoC,%,199,100,0.93
care,NoC,%,198,100,0.9
situation,NoC,%,198,100,0.95
record,NoC,%,197,100,0.92
project,NoC,%,197,100,0.89
manager,NoC,%,197,100,0.9
example,NoC,%,196,100,0.92
window,NoC,%,194,100,0.9
training,NoC,%,194,100,0.91
difference,NoC,%,191,100,0.94
light,NoC,%,191,100,0.93
university,NoC,%,191,100,0.88
Air,NoC,%,191,100,0.95
wife,NoC,%,190,100,0.93
Sir,NoC,%,189,100,0.92
relationship,NoC,%,189,100,0.93
