Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
happen,Verb,%,325,100,0.95
body,NoC,%,325,100,0.96
report,NoC,%,325,100,0.88
line,NoC,%,323,100,0.97
such_as,Prep,:,321,100,0.93
law,NoC,%,318,100,0.91
later,Adv,:,317,100,0.97
almost,Adv,:,316,100,0.96
friend,NoC,%,315,100,0.88
face,NoC,%,315,100,0.88
Road,NoC,%,313,100,0.94
carry,Verb,%,313,100,0.97
authority,NoC,%,313,100,0.92
himself,Pron,:,311,100,0.93
of_course,Adv,%,310,100,0.94
far,Adv,%,310,100,0.98
both,DetP,:,310,100,0.98
talk,Verb,%,308,100,0.92
together,Adv,:,308,100,0.98
appear,Verb,%,307,100,0.96
political,Adj,:,306,100,0.9
little,Adj,:,306,100,0.91
six,Num,%,305,100,0.93
before,Conj,:,305,100,0.96
minister,NoC,%,305,100,0.77
produce,Verb,%,304,100,0.94
able,Adj,:,304,100,0.97
rate,NoC,%,303,100,0.91
hour,NoC,%,302,100,0.96
late,Adj,%,302,100,0.97
door,NoC,%,302,100,0.89
sit,Verb,%,301,100,0.9
general,Adj,:,301,100,0.93
office,NoC,%,300,100,0.96
right,NoC,%,299,100,0.93
war,NoC,%,297,100,0.94
since,Conj,:,295,100,0.97
Mother,NoC,%,295,100,0.92
offer,Verb,%,293,100,0.95
person,NoC,%,290,100,0.93
consider,Verb,%,289,100,0.94
reason,NoC,%,289,100,0.96
view,NoC,%,289,100,0.95
full,Adj,%,289,100,0.98
anything,Pron,:,288,100,0.93
expect,Verb,%,288,100,0.96
term,NoC,%,288,100,0.91
suggest,Verb,%,288,100,0.95
far,Adj,%,288,100,0.96
low,Adj,%,286,100,0.95
towards,Prep,:,286,100,0.96
public,Adj,:,285,100,0.94
require,Verb,%,284,100,0.92
let,Verb,%,284,100,0.93
read,Verb,%,284,100,0.86
period,NoC,%,283,100,0.93
continue,Verb,%,283,100,0.96
society,NoC,%,282,100,0.93
figure,NoC,%,282,100,0.94
centre,NoC,%,282,100,0.93
police,NoC,%,278,100,0.89
lose,Verb,%,277,100,0.97
add,Verb,%,275,100,0.96
city,NoC,%,275,100,0.95
need,NoC,%,273,100,0.95
fall,Verb,%,273,100,0.96
probably,Adv,:,273,100,0.95
change,Verb,%,273,100,0.98
community,NoC,%,272,100,0.92
million,NoC,%,272,100,0.89
available,Adj,:,272,100,0.93
price,NoC,%,271,100,0.92
kind,NoC,%,271,100,0.96
control,NoC,%,270,100,0.94
cost,NoC,%,269,100,0.93
process,NoC,%,269,100,0.92
issue,NoC,%,269,100,0.93
action,NoC,%,269,100,0.94
remember,Verb,%,268,99,0.93
position,NoC,%,268,100,0.95
remain,Verb,%,268,100,0.95
a,Lett,%,268,100,0.93
course,NoC,%,267,100,0.91
minute,NoC,%,266,100,0.94
bad,Adj,%,264,100,0.95
today,Adv,:,263,100,0.93
buy,Verb,%,262,100,0.94
speak,Verb,%,261,100,0.94
education,NoC,%,260,100,0.9
actually,Adv,:,260,100,0.86
type,NoC,%,259,100,0.9
ever,Adv,:,259,100,0.95
research,NoC,%,258,100,0.83
so,Conj,:,258,100,0.95
at_least,Adv,:,257,100,0.98
subject,NoC,%,256,100,0.89
programme,NoC,%,255,100,0.92
stop,Verb,%,255,100,0.93
moment,NoC,%,254,100,0.92
girl,NoC,%,254,100,0.92
