Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
though,Adv,:,99,99,0.86
easily,Adv,:,99,100,0.96
earlier,Adv,:,97,100,0.96
through,Adv,:,95,100,0.95
above,Adv,:,94,100,0.93
up_to,Adv,:,94,100,0.92
tomorrow,Adv,:,93,100,0.88
highly,Adv,:,91,100,0.94
eventually,Adv,:,91,100,0.97
fully,Adv,:,89,100,0.95
slightly,Adv,:,89,100,0.95
hardly,Adv,:,88,100,0.94
directly,Adv,:,88,99,0.95
below,Adv,:,88,100,0.94
otherwise,Adv,:,88,100,0.95
no_longer,Adv,:,88,100,0.97
like,Adv,:,88,87,0.66
completely,Adv,:,86,100,0.97
normally,Adv,:,83,100,0.95
best,Adv,:,81,100,0.96
slowly,Adv,:,79,100,0.89
relatively,Adv,:,79,100,0.92
apparently,Adv,:,78,100,0.96
merely,Adv,:,76,98,0.95
early,Adv,:,76,100,0.97
etc,Adv,%,75,99,0.91
instead,Adv,:,75,100,0.96
for_instance,Adv,%,74,100,0.93
alone,Adv,:,74,100,0.96
largely,Adv,:,73,97,0.92
possibly,Adv,:,73,100,0.97
nevertheless,Adv,:,72,99,0.94
carefully,Adv,:,72,100,0.94
hard,Adv,:,71,100,0.93
eg,Adv,%,71,80,0.88
mainly,Adv,:,71,100,0.94
along,Adv,:,70,100,0.94
somewhere,Adv,:,70,100,0.91
currently,Adv,:,70,100,0.91
tonight,Adv,:,69,96,0.87
entirely,Adv,:,69,100,0.96
previously,Adv,:,69,99,0.92
extremely,Adv,:,68,100,0.95
fairly,Adv,:,67,100,0.94
in_particular,Adv,%,67,100,0.94
equally,Adv,:,66,100,0.95
increasingly,Adv,:,66,98,0.94
ie,Adv,%,64,91,0.9
all_right,Adv,:,64,97,0.84
surely,Adv,:,63,99,0.93
ahead,Adv,:,63,100,0.95
twice,Adv,:,63,100,0.97
sort_of,Adv,:,59,93,0.74
straight,Adv,:,59,99,0.92
frequently,Adv,:,58,99,0.93
totally,Adv,:,58,100,0.96
absolutely,Adv,:,58,100,0.91
elsewhere,Adv,:,57,100,0.95
properly,Adv,:,57,100,0.96
seriously,Adv,:,57,100,0.97
necessarily,Adv,:,57,100,0.93
partly,Adv,:,57,100,0.95
widely,Adv,:,56,97,0.93
under,Adv,:,56,100,0.96
closely,Adv,:,55,99,0.95
neither,Adv,:,54,100,0.96
outside,Adv,:,53,100,0.92
pretty,Adv,:,52,100,0.92
that,Adv,:,52,100,0.92
effectively,Adv,:,51,100,0.94
inside,Adv,:,50,100,0.92
and_so_on,Adv,:,49,99,0.92
meanwhile,Adv,:,48,100,0.91
hence,Adv,:,48,98,0.91
unfortunately,Adv,:,47,100,0.95
o'clock,Adv,:,47,98,0.87
somewhat,Adv,:,46,99,0.95
afterwards,Adv,:,46,100,0.96
strongly,Adv,:,46,99,0.95
rapidly,Adv,:,46,99,0.95
that_is,Adv,:,46,100,0.93
little,Adv,:,45,98,0.95
somehow,Adv,:,45,100,0.91
in_addition,Adv,:,45,92,0.92
similarly,Adv,:,45,97,0.92
originally,Adv,:,45,100,0.94
least,Adv,:,45,99,0.96
virtually,Adv,:,44,100,0.95
at_last,Adv,:,44,100,0.89
perfectly,Adv,:,44,100,0.95
fast,Adv,:,44,100,0.93
alright,Adv,:,43,48,0.65
badly,Adv,:,43,100,0.95
naturally,Adv,:,43,99,0.96
moreover,Adv,:,43,96,0.91
in_general,Adv,:,42,100,0.92
et_al,Adv,%,42,72,0.8
close,Adv,:,42,99,0.95
rarely,Adv,:,42,100,0.94
significantly,Adv,:,42,95,0.82
