Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
reassure,Verb,%,14,97,0.93
project,Verb,%,14,98,0.94
tax,Verb,%,14,98,0.84
slam,Verb,%,14,91,0.86
embark,Verb,%,14,98,0.94
rent,Verb,%,14,100,0.94
cool,Verb,%,14,98,0.92
circulate,Verb,%,14,99,0.93
melt,Verb,%,14,97,0.92
thrust,Verb,%,14,94,0.86
drown,Verb,%,14,99,0.9
couple,Verb,%,14,100,0.94
bang,Verb,%,14,95,0.9
suppress,Verb,%,14,96,0.94
characterise,Verb,%,14,84,0.9
sum,Verb,%,14,99,0.94
manufacture,Verb,%,14,98,0.92
debate,Verb,%,13,100,0.86
heat,Verb,%,13,98,0.92
proclaim,Verb,%,13,97,0.92
position,Verb,%,13,95,0.92
rebuild,Verb,%,13,98,0.92
supervise,Verb,%,13,100,0.93
substitute,Verb,%,13,98,0.91
merge,Verb,%,13,99,0.93
convict,Verb,%,13,90,0.87
sack,Verb,%,13,99,0.9
chat,Verb,%,13,97,0.92
counter,Verb,%,13,98,0.94
toss,Verb,%,13,93,0.87
manipulate,Verb,%,13,99,0.93
regain,Verb,%,13,94,0.94
dictate,Verb,%,13,100,0.95
confer,Verb,%,13,95,0.88
effect,Verb,%,13,97,0.89
disagree,Verb,%,13,100,0.93
strain,Verb,%,13,100,0.91
pin,Verb,%,13,100,0.92
clutch,Verb,%,13,88,0.85
part,Verb,%,13,99,0.9
long,Verb,%,13,96,0.88
flood,Verb,%,13,100,0.94
dedicate,Verb,%,13,100,0.94
term,Verb,%,13,99,0.92
underline,Verb,%,13,99,0.93
grip,Verb,%,13,91,0.86
conform,Verb,%,13,93,0.92
forbid,Verb,%,13,100,0.94
confuse,Verb,%,13,100,0.95
characterize,Verb,%,13,76,0.86
calm,Verb,%,13,97,0.9
punish,Verb,%,13,99,0.93
time,Verb,%,13,100,0.96
bounce,Verb,%,13,94,0.92
prescribe,Verb,%,13,97,0.88
stroke,Verb,%,13,94,0.86
steer,Verb,%,12,100,0.93
scratch,Verb,%,12,96,0.91
picture,Verb,%,12,94,0.91
curl,Verb,%,12,88,0.86
summarise,Verb,%,12,81,0.84
boil,Verb,%,12,99,0.93
alert,Verb,%,12,98,0.93
boast,Verb,%,12,97,0.92
prevail,Verb,%,12,96,0.93
carve,Verb,%,12,100,0.93
rate,Verb,%,12,96,0.9
trouble,Verb,%,12,99,0.91
frighten,Verb,%,12,95,0.9
rip,Verb,%,12,97,0.91
stuff,Verb,%,12,95,0.91
divert,Verb,%,12,100,0.94
crawl,Verb,%,12,97,0.89
presume,Verb,%,12,100,0.94
narrow,Verb,%,12,100,0.86
specialise,Verb,%,12,90,0.91
cheer,Verb,%,12,93,0.92
total,Verb,%,12,89,0.87
stamp,Verb,%,12,100,0.93
dip,Verb,%,12,97,0.94
deposit,Verb,%,12,97,0.92
pronounce,Verb,%,12,99,0.92
obey,Verb,%,12,99,0.91
exhaust,Verb,%,12,99,0.94
penetrate,Verb,%,12,95,0.94
exert,Verb,%,12,94,0.92
snatch,Verb,%,12,95,0.89
yell,Verb,%,12,82,0.83
renew,Verb,%,12,100,0.92
inhibit,Verb,%,12,91,0.83
colour,Verb,%,12,99,0.9
honour,Verb,%,12,98,0.94
differentiate,Verb,%,12,88,0.87
revise,Verb,%,12,99,0.93
shiver,Verb,%,12,73,0.82
fine,Verb,%,12,96,0.84
crush,Verb,%,12,98,0.93
accumulate,Verb,%,12,97,0.92
fuck,Verb,%,12,61,0.71
dislike,Verb,%,12,99,0.92
