Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
appropriate,Adj,:,113,100,0.92
top,Adj,:,112,100,0.93
soviet,Adj,:,109,96,0.77
basic,Adj,:,109,100,0.93
successful,Adj,:,108,100,0.95
military,Adj,:,108,100,0.84
original,Adj,:,108,100,0.94
aware,Adj,:,108,100,0.93
hon,Adj,%,107,71,0.18
popular,Adj,:,106,100,0.93
heavy,Adj,%,105,100,0.96
professional,Adj,:,105,100,0.93
dark,Adj,:,104,100,0.89
direct,Adj,:,104,100,0.94
cold,Adj,%,103,100,0.92
ready,Adj,%,102,100,0.95
green,Adj,%,101,100,0.95
useful,Adj,:,101,100,0.94
traditional,Adj,:,99,100,0.93
western,Adj,:,99,100,0.92
effective,Adj,:,99,100,0.93
independent,Adj,:,98,100,0.92
scottish,Adj,:,98,99,0.82
german,Adj,:,98,100,0.9
deep,Adj,%,97,100,0.95
considerable,Adj,:,96,99,0.93
involved,Adj,:,96,100,0.95
interesting,Adj,:,96,100,0.95
left,Adj,%,95,100,0.94
physical,Adj,:,95,100,0.93
complete,Adj,%,94,100,0.95
responsible,Adj,:,94,100,0.95
existing,Adj,:,94,96,0.92
hot,Adj,%,94,100,0.94
medical,Adj,:,93,100,0.92
blue,Adj,:,92,100,0.93
extra,Adj,:,92,100,0.95
past,Adj,:,89,100,0.93
male,Adj,:,89,100,0.72
interested,Adj,:,88,100,0.97
essential,Adj,:,87,100,0.93
fair,Adj,%,87,100,0.96
beautiful,Adj,:,87,99,0.93
civil,Adj,:,87,100,0.92
primary,Adj,:,86,99,0.78
future,Adj,:,85,100,0.94
obvious,Adj,:,85,100,0.96
environmental,Adj,:,84,93,0.8
positive,Adj,:,83,100,0.92
senior,Adj,:,82,100,0.92
nuclear,Adj,:,81,99,0.83
annual,Adj,:,81,100,0.93
rich,Adj,%,79,100,0.95
huge,Adj,%,79,100,0.95
relevant,Adj,:,79,98,0.89
commercial,Adj,:,79,100,0.93
regional,Adj,:,78,95,0.9
safe,Adj,%,78,100,0.95
official,Adj,:,77,100,0.91
practical,Adj,:,77,100,0.93
separate,Adj,:,77,100,0.95
key,Adj,:,76,100,0.93
due,Adj,:,75,100,0.93
chief,Adj,%,75,100,0.93
regular,Adj,:,75,100,0.95
additional,Adj,:,74,98,0.93
active,Adj,:,73,100,0.91
standard,Adj,:,72,100,0.91
powerful,Adj,:,72,100,0.95
complex,Adj,:,72,99,0.92
impossible,Adj,:,71,100,0.96
light,Adj,%,71,100,0.95
warm,Adj,%,70,100,0.93
middle,Adj,:,70,100,0.91
sexual,Adj,:,69,99,0.87
front,Adj,:,69,100,0.94
domestic,Adj,:,69,99,0.92
fresh,Adj,%,69,100,0.95
cheap,Adj,%,68,100,0.95
strange,Adj,%,68,100,0.92
united,Adj,%,68,99,0.86
technical,Adj,:,68,100,0.93
ordinary,Adj,:,68,100,0.95
actual,Adj,:,68,100,0.93
excellent,Adj,:,67,100,0.93
internal,Adj,:,67,100,0.92
northern,Adj,:,66,100,0.9
potential,Adj,:,66,100,0.93
quick,Adj,%,66,100,0.95
quiet,Adj,%,66,100,0.93
soft,Adj,%,66,100,0.93
religious,Adj,:,66,100,0.9
broad,Adj,%,65,100,0.94
cultural,Adj,:,65,95,0.88
proper,Adj,:,65,100,0.95
very,Adj,%,65,100,0.96
famous,Adj,:,65,100,0.94
ltd,Adj,%,64,89,0.74
lovely,Adj,%,64,99,0.86
limited,Adj,:,64,100,0.93
