Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
feed,Verb,%,67,100,0.94
limit,Verb,%,66,100,0.93
promote,Verb,%,66,100,0.94
measure,Verb,%,65,100,0.9
own,Verb,%,65,100,0.96
retain,Verb,%,65,100,0.94
deliver,Verb,%,65,100,0.95
attract,Verb,%,64,100,0.95
reject,Verb,%,64,100,0.92
promise,Verb,%,64,100,0.94
assess,Verb,%,64,100,0.9
hide,Verb,%,64,100,0.92
belong,Verb,%,64,100,0.96
contribute,Verb,%,64,100,0.93
consist,Verb,%,64,99,0.92
invite,Verb,%,63,100,0.97
sing,Verb,%,63,100,0.93
warn,Verb,%,63,100,0.91
cry,Verb,%,63,99,0.86
vary,Verb,%,63,100,0.92
impose,Verb,%,63,99,0.92
worry,Verb,%,62,99,0.92
declare,Verb,%,62,100,0.9
address,Verb,%,62,100,0.95
destroy,Verb,%,62,100,0.95
divide,Verb,%,61,100,0.94
head,Verb,%,61,100,0.94
stick,Verb,%,61,100,0.93
name,Verb,%,61,100,0.95
nod,Verb,%,60,90,0.81
recognize,Verb,%,60,97,0.93
train,Verb,%,60,100,0.95
handle,Verb,%,59,100,0.96
spread,Verb,%,59,100,0.96
clear,Verb,%,59,100,0.95
combine,Verb,%,59,100,0.94
recommend,Verb,%,59,100,0.94
realize,Verb,%,59,96,0.92
influence,Verb,%,59,100,0.92
attack,Verb,%,59,100,0.93
undertake,Verb,%,59,96,0.91
shout,Verb,%,59,100,0.88
select,Verb,%,58,100,0.92
account,Verb,%,58,100,0.91
secure,Verb,%,57,99,0.93
welcome,Verb,%,57,100,0.9
recall,Verb,%,57,100,0.95
contact,Verb,%,57,100,0.91
transfer,Verb,%,57,100,0.92
climb,Verb,%,57,100,0.91
step,Verb,%,57,100,0.91
illustrate,Verb,%,56,100,0.91
dress,Verb,%,56,100,0.92
conclude,Verb,%,56,99,0.93
organise,Verb,%,56,100,0.92
display,Verb,%,56,100,0.86
disappear,Verb,%,56,100,0.95
imply,Verb,%,56,100,0.91
direct,Verb,%,55,100,0.94
remind,Verb,%,55,100,0.93
escape,Verb,%,55,100,0.95
generate,Verb,%,55,99,0.92
investigate,Verb,%,55,100,0.9
inform,Verb,%,54,100,0.95
afford,Verb,%,54,100,0.96
succeed,Verb,%,54,99,0.95
hand,Verb,%,54,100,0.94
rely,Verb,%,54,100,0.92
earn,Verb,%,54,100,0.95
advise,Verb,%,54,100,0.95
approve,Verb,%,53,100,0.84
vote,Verb,%,53,100,0.88
burn,Verb,%,53,100,0.94
fear,Verb,%,53,100,0.94
matter,Verb,%,52,99,0.93
cope,Verb,%,52,100,0.95
derive,Verb,%,52,95,0.91
last,Verb,%,52,100,0.97
gather,Verb,%,52,100,0.95
jump,Verb,%,52,100,0.92
match,Verb,%,52,100,0.96
shut,Verb,%,52,100,0.88
ride,Verb,%,52,98,0.91
elect,Verb,%,52,99,0.77
conduct,Verb,%,52,99,0.93
persuade,Verb,%,52,100,0.96
slip,Verb,%,51,100,0.9
recover,Verb,%,51,100,0.94
score,Verb,%,51,100,0.87
blow,Verb,%,51,99,0.93
estimate,Verb,%,51,99,0.9
count,Verb,%,50,100,0.97
hate,Verb,%,50,100,0.89
lean,Verb,%,49,98,0.84
house,Verb,%,49,100,0.92
attach,Verb,%,49,100,0.95
wash,Verb,%,49,100,0.93
exercise,Verb,%,49,100,0.89
roll,Verb,%,49,100,0.92
judge,Verb,%,48,100,0.96
