Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
biological,Adj,:,20,93,0.87
mixed,Adj,:,20,100,0.93
convenient,Adj,:,20,100,0.94
known,Adj,:,20,99,0.9
functional,Adj,:,20,96,0.88
tremendous,Adj,:,20,100,0.92
part-time,Adj,:,20,99,0.88
digital,Adj,:,20,90,0.71
mechanical,Adj,:,20,99,0.91
required,Adj,:,20,98,0.91
reluctant,Adj,:,20,99,0.96
diplomatic,Adj,:,20,96,0.78
institutional,Adj,:,20,85,0.9
naked,Adj,:,20,100,0.9
magnificent,Adj,:,20,98,0.92
uncertain,Adj,:,20,98,0.95
flying,Adj,:,19,99,0.9
ridiculous,Adj,:,19,100,0.9
unhappy,Adj,%,19,100,0.93
unfair,Adj,%,19,100,0.92
just,Adj,%,19,100,0.95
confused,Adj,:,19,100,0.96
associated,Adj,:,19,87,0.89
spectacular,Adj,:,19,99,0.92
working-class,Adj,:,19,85,0.85
comparable,Adj,:,19,91,0.9
explicit,Adj,:,19,94,0.89
hungry,Adj,%,19,97,0.91
nasty,Adj,%,19,99,0.92
abstract,Adj,:,19,93,0.86
asian,Adj,:,19,94,0.87
painful,Adj,:,19,99,0.94
spare,Adj,%,19,100,0.95
realistic,Adj,:,19,100,0.94
back,Adj,:,19,98,0.92
successive,Adj,:,19,92,0.92
coloured,Adj,:,19,100,0.95
amazing,Adj,:,19,98,0.93
monthly,Adj,:,19,99,0.9
intelligent,Adj,:,19,100,0.94
faint,Adj,%,19,97,0.86
unnecessary,Adj,:,19,99,0.94
legislative,Adj,:,19,76,0.75
decent,Adj,:,19,97,0.94
aggressive,Adj,:,19,99,0.92
tropical,Adj,:,18,94,0.81
steep,Adj,%,18,99,0.92
vertical,Adj,:,18,96,0.88
lesser,Adj,:,18,99,0.93
damp,Adj,%,18,97,0.91
bottom,Adj,:,18,99,0.94
influential,Adj,:,18,94,0.91
giant,Adj,:,18,99,0.93
genetic,Adj,:,18,88,0.85
random,Adj,:,18,99,0.89
subtle,Adj,:,18,99,0.92
concrete,Adj,:,18,97,0.94
lonely,Adj,%,18,97,0.91
mild,Adj,%,18,100,0.93
secure,Adj,%,18,100,0.94
casual,Adj,%,18,100,0.89
partial,Adj,:,18,99,0.91
neat,Adj,%,18,98,0.93
preliminary,Adj,:,18,96,0.91
marvellous,Adj,:,18,98,0.94
delicate,Adj,:,18,100,0.93
alleged,Adj,:,18,93,0.85
assistant,Adj,:,18,97,0.91
skilled,Adj,:,18,99,0.9
upset,Adj,:,18,100,0.92
crazy,Adj,%,18,98,0.9
brave,Adj,%,18,99,0.92
dull,Adj,%,18,99,0.92
parallel,Adj,:,18,95,0.8
elegant,Adj,:,18,98,0.91
fucking,Adj,:,18,58,0.59
intensive,Adj,:,18,98,0.92
premier,Adj,:,17,79,0.78
primitive,Adj,:,17,94,0.87
horrible,Adj,:,17,92,0.85
iraqi,Adj,:,17,60,0.59
occupational,Adj,:,17,92,0.86
okay,Adj,:,17,75,0.76
fun,Adj,:,17,97,0.92
obliged,Adj,:,17,99,0.94
objective,Adj,:,17,93,0.89
continental,Adj,:,17,95,0.86
combined,Adj,:,17,97,0.93
compulsory,Adj,:,17,96,0.92
operational,Adj,:,17,92,0.9
estimated,Adj,:,17,84,0.82
interim,Adj,:,17,85,0.82
ideological,Adj,:,17,83,0.85
splendid,Adj,:,17,98,0.93
magic,Adj,:,17,99,0.82
integrated,Adj,:,17,83,0.86
metropolitan,Adj,:,17,98,0.89
progressive,Adj,:,17,95,0.91
systematic,Adj,:,17,88,0.9
harsh,Adj,%,17,99,0.93
