Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
true,Adj,%,183,100,0.97
little,DetP,:,183,100,0.96
once,Adv,:,183,100,0.96
stay,Verb,%,183,100,0.94
human,Adj,:,183,100,0.93
model,NoC,%,183,100,0.91
nature,NoC,%,182,100,0.94
common,Adj,:,182,100,0.94
Officer,NoC,%,181,100,0.94
contain,Verb,%,181,99,0.93
Europe,NoP,%,181,100,0.91
long,Adv,:,181,100,0.96
necessary,Adj,:,181,100,0.94
structure,NoC,%,181,100,0.91
bed,NoC,%,180,100,0.9
hospital,NoC,%,180,100,0.91
unit,NoC,%,180,100,0.93
method,NoC,%,180,100,0.92
b,Lett,%,179,100,0.91
movement,NoC,%,179,100,0.94
since,Prep,:,178,100,0.93
because_of,Prep,:,178,100,0.97
detail,NoC,%,178,100,0.94
reduce,Verb,%,178,100,0.93
single,Adj,:,177,100,0.95
UK,NoP,%,177,92,0.89
simply,Adv,:,177,100,0.96
date,NoC,%,177,100,0.78
especially,Adv,:,177,100,0.95
establish,Verb,%,176,99,0.93
hard,Adj,%,176,100,0.96
personal,Adj,:,176,100,0.94
5,Num,%,176,93,0.92
as_well_as,Prep,:,176,100,0.95
seven,Num,%,176,100,0.91
wall,NoC,%,175,100,0.93
eight,Num,%,174,100,0.9
computer,NoC,%,174,100,0.85
join,Verb,%,174,100,0.96
private,Adj,:,173,100,0.94
herself,Pron,:,172,100,0.85
amount,NoC,%,171,100,0.88
bit,NoC,%,171,100,0.87
approach,NoC,%,171,100,0.92
President,NoC,%,170,100,0.78
award,NoC,%,170,99,0.37
wish,Verb,%,170,100,0.96
scheme,NoC,%,170,100,0.92
former,DetP,:,170,100,0.88
achieve,Verb,%,169,100,0.94
chapter,NoC,%,169,100,0.91
seek,Verb,%,169,100,0.94
rather_than,Prep,:,169,100,0.94
choose,Verb,%,168,100,0.96
deal,Verb,%,168,100,0.94
theory,NoC,%,168,100,0.89
property,NoC,%,167,100,0.9
until,Prep,:,167,100,0.95
son,NoC,%,166,100,0.9
poor,Adj,%,166,100,0.96
financial,Adj,:,165,100,0.92
director,NoC,%,165,100,0.92
south,NoC,%,165,100,0.94
wide,Adj,%,165,100,0.96
Leader,NoC,%,165,100,0.86
face,Verb,%,164,100,0.96
twenty,Num,%,164,100,0.82
application,NoC,%,163,100,0.85
north,NoC,:,163,100,0.94
firm,NoC,%,163,100,0.88
cos,Conj,:,163,53,0.64
King,NoC,%,162,100,0.92
US,NoP,%,162,97,0.84
secretary,NoC,%,162,100,0.86
board,NoC,%,162,100,0.92
production,NoC,%,162,100,0.92
chance,NoC,%,161,100,0.95
opportunity,NoC,%,161,100,0.94
operation,NoC,%,161,100,0.93
soon,Adv,:,161,100,0.96
foreign,Adj,:,161,100,0.83
share,NoC,%,161,100,0.86
fail,Verb,%,161,100,0.96
Lord,NoC,%,160,100,0.91
1990,Num,%,160,87,0.73
agreement,NoC,%,160,100,0.85
simple,Adj,%,159,100,0.95
picture,NoC,%,159,100,0.95
serve,Verb,%,159,100,0.95
test,NoC,%,159,100,0.92
contract,NoC,%,159,100,0.83
thousand,NoC,%,158,100,0.88
end,Verb,%,158,100,0.88
concerned,Adj,:,158,100,0.95
security,NoC,%,158,100,0.88
recent,Adj,:,158,100,0.94
according_to,Prep,:,157,100,0.92
occur,Verb,%,157,100,0.93
election,NoC,%,157,100,0.79
american,Adj,:,157,100,0.92
