Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
accuse,Verb,%,48,100,0.87
steal,Verb,%,48,100,0.88
accompany,Verb,%,48,98,0.96
explore,Verb,%,48,100,0.92
bind,Verb,%,48,100,0.9
rest,Verb,%,48,100,0.94
withdraw,Verb,%,47,100,0.92
focus,Verb,%,47,100,0.93
hurt,Verb,%,47,100,0.9
stretch,Verb,%,47,100,0.9
exclude,Verb,%,47,98,0.89
comment,Verb,%,47,100,0.95
back,Verb,%,46,100,0.94
pursue,Verb,%,46,98,0.95
knock,Verb,%,46,100,0.92
justify,Verb,%,46,100,0.92
switch,Verb,%,46,100,0.95
fix,Verb,%,46,100,0.95
occupy,Verb,%,45,100,0.95
surround,Verb,%,45,100,0.96
appreciate,Verb,%,45,100,0.96
benefit,Verb,%,45,100,0.94
list,Verb,%,45,100,0.93
permit,Verb,%,45,98,0.92
lack,Verb,%,45,100,0.94
engage,Verb,%,44,100,0.95
complain,Verb,%,44,100,0.97
paint,Verb,%,44,100,0.94
quote,Verb,%,44,100,0.94
connect,Verb,%,44,100,0.94
dominate,Verb,%,44,100,0.94
construct,Verb,%,44,99,0.92
blame,Verb,%,44,100,0.94
abandon,Verb,%,44,99,0.96
view,Verb,%,44,100,0.92
incorporate,Verb,%,43,99,0.92
proceed,Verb,%,43,99,0.94
acknowledge,Verb,%,43,98,0.95
search,Verb,%,43,100,0.94
interpret,Verb,%,43,99,0.92
separate,Verb,%,43,100,0.94
stress,Verb,%,43,99,0.92
dismiss,Verb,%,43,99,0.9
expand,Verb,%,42,100,0.94
suit,Verb,%,42,100,0.96
possess,Verb,%,42,99,0.94
implement,Verb,%,42,92,0.91
tie,Verb,%,42,100,0.96
alter,Verb,%,42,100,0.95
review,Verb,%,42,97,0.93
analyse,Verb,%,42,96,0.89
defend,Verb,%,42,99,0.94
arrest,Verb,%,42,99,0.87
bother,Verb,%,42,99,0.89
suspect,Verb,%,41,100,0.95
wake,Verb,%,41,99,0.89
assist,Verb,%,41,100,0.93
calculate,Verb,%,41,100,0.9
glance,Verb,%,41,89,0.8
resolve,Verb,%,41,99,0.94
question,Verb,%,41,99,0.95
mix,Verb,%,41,100,0.95
rule,Verb,%,41,100,0.93
guess,Verb,%,40,98,0.9
damage,Verb,%,40,100,0.93
challenge,Verb,%,40,98,0.95
restrict,Verb,%,40,99,0.92
appeal,Verb,%,40,100,0.91
restore,Verb,%,40,98,0.93
clean,Verb,%,40,100,0.94
specify,Verb,%,40,96,0.79
reckon,Verb,%,40,100,0.88
distinguish,Verb,%,39,98,0.9
submit,Verb,%,39,99,0.88
constitute,Verb,%,39,97,0.91
urge,Verb,%,39,98,0.93
convert,Verb,%,39,100,0.93
trust,Verb,%,39,100,0.92
solve,Verb,%,38,100,0.95
sort,Verb,%,38,99,0.91
feature,Verb,%,38,97,0.9
locate,Verb,%,38,99,0.93
land,Verb,%,38,100,0.94
preserve,Verb,%,38,100,0.93
predict,Verb,%,38,100,0.93
struggle,Verb,%,38,100,0.94
dance,Verb,%,37,99,0.91
pour,Verb,%,37,100,0.92
invest,Verb,%,37,100,0.93
cast,Verb,%,37,100,0.94
shift,Verb,%,37,100,0.95
owe,Verb,%,37,100,0.95
cook,Verb,%,37,100,0.9
lock,Verb,%,37,100,0.92
purchase,Verb,%,36,98,0.92
race,Verb,%,36,98,0.89
light,Verb,%,36,98,0.89
kiss,Verb,%,36,93,0.83
kick,Verb,%,36,97,0.92
retire,Verb,%,36,100,0.94
