Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
circumstance,NoC,%,110,100,0.92
sector,NoC,%,110,97,0.9
client,NoC,%,110,100,0.86
image,NoC,%,110,100,0.93
direction,NoC,%,109,100,0.95
seat,NoC,%,109,100,0.91
attack,NoC,%,109,100,0.91
attitude,NoC,%,108,100,0.94
disease,NoC,%,107,100,0.8
goal,NoC,%,107,100,0.88
employment,NoC,%,107,99,0.9
sign,NoC,%,106,100,0.95
appeal,NoC,%,106,100,0.83
affair,NoC,%,106,100,0.87
technique,NoC,%,105,100,0.92
version,NoC,%,105,100,0.84
pupil,NoC,%,105,100,0.87
campaign,NoC,%,105,99,0.9
show,NoC,%,105,100,0.92
holiday,NoC,%,105,100,0.93
fish,NoC,%,105,100,0.84
medium,NoC,%,105,100,0.89
item,NoC,%,105,100,0.92
ability,NoC,%,105,100,0.94
visit,NoC,%,104,100,0.9
drug,NoC,%,104,100,0.91
sales,NoC,:,104,100,0.89
press,NoC,%,104,100,0.93
advice,NoC,%,104,100,0.93
library,NoC,%,104,100,0.88
surface,NoC,%,103,100,0.92
advantage,NoC,%,103,100,0.95
culture,NoC,%,102,100,0.9
return,NoC,%,102,100,0.93
Island,NoC,%,102,100,0.92
memory,NoC,%,102,100,0.93
blood,NoC,%,102,100,0.93
television,NoC,%,102,100,0.93
variety,NoC,%,102,100,0.93
extent,NoC,%,101,100,0.92
bar,NoC,%,101,100,0.92
Speaker,NoC,%,101,100,0.67
talk,NoC,%,101,100,0.85
parliament,NoC,%,101,100,0.88
goods,NoC,:,101,100,0.84
majority,NoC,%,101,100,0.92
competition,NoC,%,101,100,0.92
no,NoC,%,100,90,0.64
star,NoC,%,100,100,0.9
access,NoC,%,100,100,0.92
deal,NoC,%,100,100,0.94
text,NoC,%,100,100,0.88
trouble,NoC,%,99,100,0.95
payment,NoC,%,99,100,0.89
mouth,NoC,%,99,98,0.87
cause,NoC,%,99,100,0.94
survey,NoC,%,98,100,0.91
second,NoC,%,98,100,0.95
facility,NoC,%,98,100,0.92
reference,NoC,%,98,100,0.91
context,NoC,%,98,99,0.9
importance,NoC,%,97,100,0.93
chair,NoC,%,97,100,0.9
object,NoC,%,97,100,0.9
article,NoC,%,97,100,0.91
earth,NoC,%,97,100,0.93
agency,NoC,%,96,100,0.91
species,NoC,:,96,99,0.84
collection,NoC,%,96,100,0.89
planning,NoC,:,96,100,0.9
communication,NoC,%,96,100,0.88
means,NoC,:,96,100,0.94
possibility,NoC,%,96,100,0.95
public,NoC,%,96,100,0.94
card,NoC,%,96,100,0.93
supply,NoC,%,95,100,0.92
Sister,NoC,%,95,100,0.92
document,NoC,%,95,100,0.89
solution,NoC,%,94,100,0.9
budget,NoC,%,94,98,0.87
career,NoC,%,94,100,0.93
weight,NoC,%,94,100,0.93
influence,NoC,%,94,99,0.92
software,NoC,:,94,89,0.66
rock,NoC,%,93,100,0.91
district,NoC,%,93,100,0.9
damage,NoC,%,93,100,0.89
organization,NoC,%,93,96,0.85
bird,NoC,%,93,100,0.9
fear,NoC,%,93,100,0.95
requirement,NoC,%,93,99,0.91
opinion,NoC,%,93,100,0.94
opposition,NoC,%,92,99,0.81
stock,NoC,%,92,100,0.93
option,NoC,%,92,100,0.85
exchange,NoC,%,92,100,0.9
edge,NoC,%,92,100,0.94
whole,NoC,%,92,100,0.95
Miss,NoC,%,92,99,0.85
call,NoC,%,92,100,0.95
