Lemma,PoS,Freq(ipm),R,D,Doc
проверять,v,42.9,100,96,1858
врать,v,42.8,97,91,1195
заработать,v,42.7,100,95,2114
превращаться,v,42.7,100,95,2118
создаваться,v,42.6,100,92,2494
плыть,v,42.5,97,92,1241
побывать,v,42.5,99,95,1946
рассматриваться,v,42.2,95,85,2163
уважать,v,42.2,100,96,1766
образоваться,v,42.1,100,91,1980
проговорить,v,42.1,90,86,671
выскочить,v,42.1,99,91,1240
хранить,v,42.1,100,96,1945
танцевать,v,41.7,97,93,1166
обрадоваться,v,41.7,98,91,1279
пропустить,v,41.7,100,96,1771
избрать,v,41.6,100,93,1993
дождаться,v,41.6,100,94,1612
описывать,v,41.5,100,91,1722
захватить,v,41.5,100,96,1608
сунуть,v,41.5,96,89,1029
завести,v,41.5,99,95,1675
оглянуться,v,41.5,96,89,1065
складываться,v,41.4,100,94,2261
исчезать,v,41.4,100,96,1756
разделить,v,41.4,100,89,2240
последовать,v,41.2,98,96,1957
отражать,v,41.1,100,88,2122
приближаться,v,41.0,100,95,1680
надоесть,v,40.9,98,93,1544
вступать,v,40.9,100,94,2098
произносить,v,40.8,99,94,1457
раскрыть,v,40.8,100,95,1712
интересоваться,v,40.8,100,96,1880
подлежать,v,40.8,99,76,1614
целовать,v,40.7,95,89,1006
арестовать,v,40.7,99,92,1178
отвести,v,40.6,100,95,1708
орать,v,40.6,94,91,1177
тянуться,v,40.6,98,94,1501
достаться,v,40.5,100,96,1950
полагаться,v,40.5,100,95,1513
сохранять,v,40.4,100,95,2219
открываться,v,40.4,100,96,1962
воспользоваться,v,40.3,100,96,2165
махнуть,v,40.2,95,90,1115
приобретать,v,40.1,100,92,2375
сложить,v,40.1,100,94,1576
понадобиться,v,40.0,100,95,1721
выражать,v,40.0,100,95,1842
вскочить,v,40.0,94,89,1035
сделаться,v,39.9,98,90,1089
поглядеть,v,39.9,97,89,969
поинтересоваться,v,39.8,100,91,1145
признаваться,v,39.7,100,92,1837
высказать,v,39.6,100,96,2062
ложиться,v,39.5,100,95,1573
спуститься,v,39.5,99,92,1207
проявить,v,39.5,100,95,2012
влиять,v,39.4,100,90,2245
довести,v,39.4,100,96,2043
содержаться,v,39.3,100,89,1923
подтверждать,v,39.2,100,92,2210
защитить,v,39.1,100,96,2282
исполнить,v,39.1,99,94,1684
управлять,v,38.9,100,95,2114
заплатить,v,38.9,100,95,1987
спрятать,v,38.8,99,92,1341
привлекать,v,38.7,100,95,2270
исследовать,v,38.6,99,81,1745
нанести,v,38.5,100,95,1904
прыгать,v,38.5,99,93,1303
приготовить,v,38.5,100,95,1572
вынудить,v,38.3,100,95,2216
пояснить,v,38.3,100,94,1568
применяться,v,38.2,95,84,1956
строиться,v,38.2,99,93,2116
руководить,v,38.2,100,94,1817
контролировать,v,38.2,100,92,2286
шутить,v,38.1,99,94,1351
рассчитать,v,38.1,100,94,2294
молиться,v,38.0,99,79,1130
вынуть,v,37.8,98,91,1088
восстановить,v,37.8,100,95,1972
рисовать,v,37.5,99,94,1388
рекомендовать,v,37.4,100,94,2145
приниматься,v,37.3,100,93,2008
настаивать,v,37.2,100,96,1832
придавать,v,37.1,100,95,1871
замереть,v,37.0,97,91,1055
оказать,v,37.0,99,94,2063
доставить,v,37.0,100,96,1624
глянуть,v,37.0,92,89,911
планировать,v,36.8,100,92,2367
осуществить,v,36.7,100,92,2066
разойтись,v,36.7,100,96,1628
отозваться,v,36.7,100,91,1038
разбить,v,36.7,100,96,1699
перенести,v,36.6,100,97,1844
испытать,v,36.5,100,96,1577
