Lemma,PoS,Freq(ipm),R,D,Doc
газ,s,101.0,100,90,2730
мастер,s,100.8,100,94,2885
поведение,s,100.7,100,90,2962
столица,s,100.2,100,92,4009
механизм,s,100.1,100,89,3778
передача,s,100.1,100,91,3452
способность,s,99.9,100,92,3664
подход,s,99.8,100,87,3881
энергия,s,99.7,100,88,2905
существование,s,99.6,100,94,3793
исполнение,s,99.5,100,84,3235
сожаление,s,99.4,100,96,4283
кино,s,99.4,100,92,2353
заместитель,s,99.3,99,90,4196
ресурс,s,98.7,93,89,3506
акция,s,98.5,99,89,3051
рождение,s,98.5,100,95,3344
администрация,s,98.3,99,90,4120
стоимость,s,98.1,100,90,3897
улыбка,s,98.1,99,93,2015
артист,s,98.0,99,88,1672
сосед,s,97.8,100,95,2874
фраза,s,97.8,100,96,2631
фигура,s,97.5,100,96,2825
субъект,s,97.3,99,81,2508
список,s,97.2,100,94,3853
реакция,s,97.2,100,88,3006
фотография,s,97.2,100,95,2463
май,s,97.0,100,93,3815
журналист,s,97.0,100,90,3235
нарушение,s,96.8,100,83,3345
толпа,s,96.7,100,94,2128
заседание,s,96.7,100,87,3323
существо,s,96.6,100,95,2802
больница,s,96.6,100,95,2365
свойство,s,96.4,100,84,3006
поколение,s,96.2,100,94,3571
долг,s,96.2,100,95,3187
схема,s,95.9,100,88,3489
усилие,s,95.9,100,96,4112
животное,s,95.9,100,91,2329
отличие,s,95.8,100,93,4597
остров,s,95.7,100,88,1915
противник,s,95.5,100,92,2336
волна,s,95.4,100,95,2763
страница,s,95.1,100,96,3090
реализация,s,95.1,96,88,3973
формирование,s,95.0,94,86,3539
житель,s,94.9,100,94,4129
красота,s,94.7,100,94,2837
птица,s,94.5,100,93,2129
растение,s,94.4,100,76,1530
явление,s,94.3,100,89,3174
тень,s,94.3,100,94,2393
храм,s,94.2,100,85,1812
запах,s,94.1,100,93,2122
наличие,s,93.9,100,87,4161
водка,s,93.9,97,93,1939
ужас,s,93.8,100,94,2549
одежда,s,93.7,100,96,2738
кресло,s,93.6,100,93,2076
больной,s,93.4,100,82,1722
поезд,s,93.3,100,94,1973
университет,s,93.3,100,94,2996
традиция,s,93.1,100,93,3759
декабрь,s,92.7,100,92,3683
ладонь,s,92.7,100,90,1577
адрес,s,92.7,100,94,3560
сведение,s,92.5,100,85,3085
цветок,s,92.4,100,95,2401
октябрь,s,92.2,100,93,3522
лидер,s,92.2,100,90,3885
сентябрь,s,92.1,100,92,3766
занятие,s,92.1,100,95,2966
январь,s,91.9,100,92,3883
помещение,s,91.9,100,91,2958
зритель,s,91.7,100,91,2450
редакция,s,91.5,100,93,3438
стиль,s,91.4,100,93,3207
весна,s,91.3,100,96,3202
фактор,s,91.2,100,86,3363
август,s,91.0,100,93,3185
известие,s,91.0,100,88,3836
зависимость,s,90.9,100,88,4219
охрана,s,90.9,100,85,2477
оборудование,s,90.5,100,88,3054
отделение,s,90.2,99,93,3144
концерт,s,90.2,99,89,1744
расход,s,90.2,100,90,3266
милиция,s,89.9,99,95,2407
выставка,s,89.9,100,90,2353
переход,s,89.3,100,90,3539
эпоха,s,89.0,100,91,2719
собственность,s,88.9,100,87,2748
тайна,s,88.9,100,93,2509
родина,s,88.9,100,95,3072
произведение,s,88.9,100,92,2466
запад,s,88.9,100,93,2911
трава,s,88.7,100,93,2043
лагерь,s,88.6,100,93,1735
