Lemma,PoS,Freq(ipm),R,D,Doc
сладко,adv,12.0,97,91,616
тайно,adv,12.0,97,94,650
покорно,adv,12.0,90,90,540
яростно,adv,12.0,96,92,598
смутно,adv,11.9,97,92,577
суждено,adv,11.9,98,95,696
после,adv,11.9,98,92,600
поблизости,adv,11.9,99,93,655
напряженно,adv,11.8,94,91,595
наедине,adv,11.8,96,94,634
нетрудно,adv,11.7,99,94,736
надежно,adv,11.7,98,95,762
щедро,adv,11.6,97,94,686
многократно,adv,11.6,99,93,785
неуверенно,adv,11.6,91,90,529
мелко,adv,11.5,97,89,561
подолгу,adv,11.5,96,93,609
упрямо,adv,11.5,87,90,509
экономически,adv,11.5,76,89,747
страстно,adv,11.5,98,94,595
жутко,adv,11.5,91,92,582
тревожно,adv,11.4,86,91,556
бегом,adv,11.3,92,91,538
нетерпеливо,adv,11.3,79,88,428
исторически,adv,11.3,88,91,718
видать,adv,11.2,84,88,403
сурово,adv,11.1,94,91,571
тонко,adv,11.0,96,94,641
напоследок,adv,11.0,96,93,657
налицо,adv,11.0,99,94,794
профессионально,adv,10.9,98,94,726
безумно,adv,10.9,97,93,564
отрицательно,adv,10.8,99,95,683
частенько,adv,10.8,96,93,583
тупо,adv,10.8,87,89,519
нехотя,adv,10.8,88,89,497
вдобавок,adv,10.8,98,92,581
деловито,adv,10.7,89,90,487
виновато,adv,10.7,79,89,511
насмешливо,adv,10.7,77,88,413
жалобно,adv,10.7,80,88,479
качественно,adv,10.6,88,88,763
хмуро,adv,10.6,75,88,398
бесшумно,adv,10.6,92,90,505
подозрительно,adv,10.5,93,92,566
смущенно,adv,10.5,86,91,505
судорожно,adv,10.5,89,91,487
уютно,adv,10.4,96,94,631
бессмысленно,adv,10.4,96,94,632
идеально,adv,10.3,99,93,692
лихо,adv,10.3,91,93,565
опасно,adv,10.2,99,95,638
неохотно,adv,10.2,96,93,577
снисходительно,adv,10.2,90,91,526
смертельно,adv,10.0,97,94,603
наглядно,adv,10.0,97,91,678
основательно,adv,9.9,99,94,595
впредь,adv,9.9,98,95,662
по-человечески,adv,9.9,95,94,614
раздраженно,adv,9.9,81,89,446
жестоко,adv,9.9,97,95,583
социально,adv,9.9,86,91,620
истинно,adv,9.8,98,90,535
презрительно,adv,9.8,87,90,458
одиноко,adv,9.7,94,92,552
светло,adv,9.7,91,91,549
замужем,adv,9.7,96,91,506
начисто,adv,9.7,96,94,539
послезавтра,adv,9.6,97,92,505
только-только,adv,9.5,90,92,539
прилично,adv,9.4,95,94,566
энергично,adv,9.4,98,94,531
беззвучно,adv,9.4,82,89,453
положительно,adv,9.2,98,92,671
великолепно,adv,9.2,99,94,500
назло,adv,9.1,95,93,527
прямо-таки,adv,9.1,96,93,504
быстренько,adv,9.0,92,91,477
кратко,adv,9.0,98,93,568
спереди,adv,8.9,96,82,418
грозно,adv,8.9,86,90,460
полезно,adv,8.9,100,94,606
воистину,adv,8.9,97,91,486
хорошенько,adv,8.8,96,93,494
дико,adv,8.8,93,92,489
тоскливо,adv,8.8,86,90,488
лихорадочно,adv,8.7,87,91,432
своевременно,adv,8.7,97,88,566
болезненно,adv,8.6,97,94,533
позавчера,adv,8.6,92,91,451
незачем,adv,8.6,95,93,522
хрипло,adv,8.5,68,87,393
по-новому,adv,8.5,96,93,603
демонстративно,adv,8.5,93,93,478
бурно,adv,8.5,98,95,577
навеки,adv,8.4,94,93,462
чудом,adv,8.4,93,93,492
приветливо,adv,8.4,89,91,424
любезно,adv,8.4,98,94,506
сдержанно,adv,8.3,91,92,466
