Lemma,PoS,Freq(ipm),R,D,Doc
спорт,s,58.5,100,87,1939
кредит,s,58.2,99,91,1616
господь,s,58.0,99,72,1412
майор,s,58.0,95,89,671
потолок,s,57.9,100,94,1747
конференция,s,57.9,100,90,1886
библиотека,s,57.7,100,95,1759
помощник,s,57.7,100,92,1738
ручка,s,57.6,100,94,1721
конструкция,s,57.6,100,88,2279
отдых,s,57.6,100,96,2354
металл,s,57.5,100,90,1788
молоко,s,57.4,99,93,1729
транспорт,s,57.4,100,92,2363
прокурор,s,57.4,97,84,1116
соединение,s,57.3,99,80,1496
поэзия,s,57.3,99,90,1037
расстояние,s,57.1,100,93,2195
краска,s,57.1,100,95,1907
село,s,57.0,99,94,1783
мечта,s,57.0,100,96,2228
еда,s,56.9,100,95,1831
подразделение,s,56.7,94,87,2067
зло,s,56.7,99,92,1786
сюжет,s,56.6,99,93,1879
рубеж,s,56.5,99,92,2793
сигнал,s,56.5,100,92,1849
крест,s,56.4,99,90,1668
атмосфера,s,56.4,100,93,2293
контакт,s,56.3,100,93,2385
взрыв,s,56.3,100,94,1715
сигарета,s,56.3,93,91,1160
вес,s,56.3,100,92,2328
почва,s,56.2,100,91,2023
премия,s,56.2,99,92,1865
восторг,s,56.2,99,95,1807
золото,s,56.2,100,94,1698
король,s,56.1,100,92,1333
шанс,s,56.1,100,94,2667
подъезд,s,56.1,99,92,1496
мальчишка,s,56.0,99,92,1360
автомат,s,56.0,100,92,1376
очки,s,56.0,99,93,1546
заказ,s,56.0,100,93,2530
миг,s,55.9,100,91,1318
штука,s,55.9,100,93,2066
чтение,s,55.8,100,93,2164
ставка,s,55.7,100,92,2106
поселок,s,55.7,100,94,1747
свидетель,s,55.7,100,92,1774
сумка,s,55.5,98,91,1312
удивление,s,55.5,100,95,1928
хвост,s,55.4,100,93,1581
песок,s,55.3,100,94,1593
поворот,s,55.3,100,96,1993
возвращение,s,55.2,100,95,2236
статус,s,55.1,99,90,2654
мгновение,s,55.1,100,92,1471
озеро,s,54.9,100,94,1349
строй,s,54.8,100,93,2061
сказка,s,54.7,100,96,1832
тенденция,s,54.7,95,89,2624
параметр,s,54.7,94,80,1943
вина,s,54.6,100,96,2098
дыхание,s,54.6,100,94,1708
версия,s,54.4,100,93,2428
масштаб,s,54.4,100,92,2750
хозяйка,s,54.2,100,93,1444
монастырь,s,54.2,100,89,1076
дочка,s,54.1,97,93,1557
танец,s,54.1,100,89,1464
эксплуатация,s,54.0,96,86,2237
пенсия,s,53.9,100,93,1861
приятель,s,53.9,99,93,1460
коммунист,s,53.9,98,92,1538
объяснение,s,53.6,100,95,2056
набор,s,53.5,100,90,2598
пыль,s,53.5,100,92,1609
производитель,s,53.5,91,90,2408
философия,s,53.5,100,84,1318
уход,s,53.3,100,95,2285
мощность,s,53.3,98,90,2021
обязательство,s,53.3,99,82,1909
горло,s,53.2,99,92,1479
кризис,s,53.2,100,91,2342
указание,s,53.1,100,89,2025
плата,s,53.0,100,87,2145
яблоко,s,53.0,100,93,1733
препарат,s,52.9,96,82,1075
действительность,s,52.8,100,91,2031
остаток,s,52.8,100,96,2037
москвич,s,52.8,100,91,2098
изображение,s,52.7,100,88,1676
сделка,s,52.7,98,85,1440
сочинение,s,52.7,100,92,1519
танк,s,52.6,97,89,965
покупатель,s,52.6,100,89,1979
затрата,s,52.5,96,88,2366
строка,s,52.5,99,94,1769
единица,s,52.4,100,88,2203
