Lemma,PoS,Freq(ipm),R,D,Doc
водитель,s,65.9,99,94,1782
снижение,s,65.8,90,88,2897
пакет,s,65.8,100,95,2456
формула,s,65.7,100,91,2022
живот,s,65.6,99,92,1567
капитал,s,65.6,99,90,2181
мост,s,65.4,100,95,1731
эффект,s,65.3,100,89,2858
новость,s,65.3,100,95,2542
губернатор,s,65.2,95,90,2228
вход,s,65.2,100,96,2195
эксперт,s,65.1,97,90,2831
доклад,s,65.1,99,93,1980
смена,s,65.1,100,96,2926
убийство,s,65.1,100,94,1745
платье,s,64.8,100,93,1539
автобус,s,64.8,100,94,1707
кадр,s,64.5,100,93,2440
тетя,s,64.5,95,90,907
психология,s,64.4,100,76,1198
общение,s,64.4,100,93,2542
лев,s,64.3,100,93,1660
процедура,s,64.2,100,91,2714
проверка,s,64.2,100,91,2665
порог,s,64.2,100,94,2029
рабочий,s,64.2,99,94,2014
ремонт,s,64.2,100,91,2475
обращение,s,64.1,100,91,2750
обучение,s,64.1,100,86,2049
ожидание,s,64.0,100,96,2434
памятник,s,63.8,100,94,1918
корень,s,63.7,100,91,2363
наблюдение,s,63.7,100,89,2201
буква,s,63.5,100,95,1987
доказательство,s,63.5,100,85,1872
признание,s,63.5,100,91,2535
штаб,s,63.4,99,92,1345
постель,s,63.4,99,92,1448
компьютер,s,63.2,100,94,2114
владелец,s,63.2,100,93,2871
инженер,s,63.1,100,93,1983
старуха,s,63.0,95,87,998
ракета,s,62.9,99,90,1138
лодка,s,62.9,99,90,1199
серия,s,62.8,100,92,2700
шутка,s,62.7,100,96,2023
вершина,s,62.6,98,69,1517
лед,s,62.5,100,91,1477
выпуск,s,62.5,100,91,2590
торговля,s,62.5,100,91,2476
кулак,s,62.5,98,92,1543
нефть,s,62.3,97,90,1757
цифра,s,62.2,100,95,2876
молодежь,s,62.2,100,94,2412
недостаток,s,62.1,100,93,2977
корпус,s,62.1,100,94,2118
сущность,s,62.0,100,92,2076
сапог,s,62.0,99,91,1265
талант,s,62.0,100,94,1937
эффективность,s,61.8,85,85,2639
полоса,s,61.6,100,93,2104
кофе,s,61.6,99,92,1321
основное,s,61.5,100,94,3475
рассмотрение,s,61.4,99,78,2172
штат,s,61.3,100,91,2255
сбор,s,61.3,100,91,2615
следователь,s,61.2,100,89,934
мешок,s,61.1,100,92,1501
жилье,s,61.1,100,92,2062
описание,s,61.0,100,84,1958
куст,s,60.9,99,92,1396
отказ,s,60.9,100,88,2535
замок,s,60.8,100,93,1617
редактор,s,60.6,100,92,1827
дворец,s,60.5,100,93,1682
забота,s,60.5,100,96,2423
пиво,s,60.3,100,94,1608
диван,s,60.1,99,92,1347
столик,s,60.0,100,92,1367
эксперимент,s,59.9,100,88,2222
печать,s,59.6,100,93,2348
кольцо,s,59.5,100,96,1910
пистолет,s,59.4,98,91,1072
профессия,s,59.3,100,94,2279
начальство,s,59.3,100,94,1516
воспитание,s,59.3,100,72,1657
ворота,s,59.2,100,94,1618
риск,s,59.0,100,91,2351
добро,s,59.0,100,95,1954
покой,s,59.0,100,95,2013
дружба,s,59.0,100,96,1956
окончание,s,58.9,100,93,2894
дым,s,58.8,100,92,1491
инициатива,s,58.6,100,92,2955
величина,s,58.6,99,86,2342
брак,s,58.6,100,88,1434
записка,s,58.6,100,95,1477
совесть,s,58.6,100,95,1862
кость,s,58.5,100,83,1523
активность,s,58.5,100,83,2084
