Lemma,PoS,Freq(ipm),R,D,Doc
оценивать,v,36.4,100,93,2224
закрывать,v,36.4,100,95,1649
окончить,v,36.4,100,93,1630
нарушить,v,35.9,100,96,1805
ощутить,v,35.9,100,93,1291
сопровождать,v,35.8,100,96,1599
научить,v,35.8,100,96,1658
стучать,v,35.7,97,92,1189
пробовать,v,35.7,99,93,1454
прикрыть,v,35.5,100,92,1175
выставить,v,35.5,100,96,1731
напечатать,v,35.5,100,92,1224
пускать,v,35.5,99,95,1521
сиять,v,35.5,97,92,1216
делиться,v,35.4,100,95,1883
проживать,v,35.4,100,92,1861
изучить,v,35.3,100,90,1868
изобразить,v,35.3,99,88,1309
призвать,v,35.3,100,93,2175
подвести,v,35.3,100,96,1880
производиться,v,35.3,97,82,1750
достигать,v,35.2,100,89,2055
посылать,v,35.1,100,95,1440
допускать,v,35.1,100,95,1835
утратить,v,35.1,100,94,1785
захотеться,v,35.0,99,93,1384
класть,v,35.0,100,94,1410
подобрать,v,34.9,100,96,1681
возразить,v,34.9,98,92,1153
грозить,v,34.9,99,96,1790
проявлять,v,34.8,100,95,1802
устанавливать,v,34.8,100,89,2024
образовывать,v,34.8,97,79,1368
предполагаться,v,34.8,99,92,2229
водить,v,34.7,98,88,1332
помолчать,v,34.6,94,88,908
сдавать,v,34.4,100,93,1603
постоять,v,34.4,97,91,1178
распространить,v,34.3,99,90,2116
посидеть,v,34.3,95,92,1305
демонстрировать,v,34.3,100,95,2015
спускаться,v,34.3,100,93,1216
изображать,v,34.2,100,96,1325
догадываться,v,34.2,99,94,1336
бродить,v,34.1,98,93,1275
разглядывать,v,34.0,97,91,1051
посоветовать,v,34.0,100,93,1403
опираться,v,34.0,99,93,1725
одеть,v,33.9,100,94,1351
нарисовать,v,33.9,100,91,1235
располагаться,v,33.9,100,86,1477
задержать,v,33.9,100,93,1435
превратить,v,33.8,100,95,1772
заболеть,v,33.8,100,96,1380
беседовать,v,33.8,99,95,1444
течь,v,33.7,100,94,1370
налить,v,33.7,96,91,1023
доверять,v,33.7,100,96,1495
отдохнуть,v,33.7,100,94,1467
покачать,v,33.7,90,88,735
гнать,v,33.6,99,93,1222
обусловить,v,33.6,92,83,1723
удивить,v,33.5,99,96,1566
связывать,v,33.5,99,94,1820
биться,v,33.4,100,94,1369
браться,v,33.3,100,97,1780
тратить,v,33.3,100,96,1759
присесть,v,33.3,96,90,1007
разрушить,v,33.2,100,96,1667
окружить,v,33.1,99,95,1370
развивать,v,33.1,100,92,1897
спасать,v,33.1,100,95,1487
волновать,v,33.1,100,96,1577
плавать,v,33.1,100,93,1209
обязать,v,33.0,100,90,1683
видеться,v,33.0,100,96,1371
возглавлять,v,33.0,100,92,1949
сообразить,v,32.9,97,91,995
проявляться,v,32.9,100,88,1683
доказывать,v,32.9,100,96,1682
гордиться,v,32.9,100,96,1532
заказать,v,32.8,100,95,1490
трогать,v,32.8,98,93,1328
завершить,v,32.7,99,94,2029
попасться,v,32.6,99,94,1334
поцеловать,v,32.6,94,91,882
отменить,v,32.6,100,94,1737
пугать,v,32.6,100,95,1467
избежать,v,32.5,100,95,1991
подхватить,v,32.5,98,91,1084
потрясти,v,32.5,100,95,1309
предоставлять,v,32.5,98,90,1974
советовать,v,32.5,100,95,1534
выбросить,v,32.4,100,94,1311
объясняться,v,32.4,100,93,1937
доложить,v,32.4,98,93,922
скрыть,v,32.4,100,95,1424
повесить,v,32.3,99,93,1277
разбираться,v,32.3,100,96,1523
посетить,v,32.3,100,94,1739
