Lemma,PoS,Freq(ipm),R,D,Doc
прикладной,a,16.8,89,77,690
растительный,a,16.8,97,88,737
органический,a,16.8,92,82,700
примитивный,a,16.8,100,95,832
порядочный,a,16.8,100,95,814
провинциальный,a,16.7,100,94,842
футбольный,a,16.7,96,91,801
хрупкий,a,16.7,100,95,918
смертельный,a,16.7,99,95,931
возрастной,a,16.7,95,80,688
долгосрочный,a,16.7,82,89,960
лысый,a,16.7,93,90,633
ежегодный,a,16.6,91,91,1211
колоссальный,a,16.6,98,93,960
запасной,a,16.5,99,94,822
парадный,a,16.5,97,94,748
питерский,a,16.5,87,90,839
прогрессивный,a,16.5,96,92,917
вероятный,a,16.5,99,93,1082
видимый,a,16.4,100,94,921
пограничный,a,16.4,96,81,685
организованный,a,16.4,98,89,893
латинский,a,16.3,100,91,816
добровольный,a,16.3,99,91,955
декоративный,a,16.3,97,88,810
недоступный,a,16.3,100,96,923
сознательный,a,16.2,100,87,753
параллельный,a,16.2,100,91,888
страстный,a,16.2,99,95,835
умственный,a,16.2,99,86,726
зрительный,a,16.2,97,89,548
грузовой,a,16.2,97,91,738
рыбный,a,16.1,98,92,692
бетонный,a,16.1,97,93,720
ответный,a,16.1,100,95,926
молоденький,a,16.0,94,93,697
ничтожный,a,16.0,99,93,794
неудачный,a,16.0,99,95,1016
экспертный,a,16.0,74,87,777
последовательный,a,16.0,95,87,948
фирменный,a,16.0,99,92,954
лунный,a,16.0,97,91,605
ветхий,a,16.0,97,79,699
нелегкий,a,16.0,99,95,1012
отдаленный,a,16.0,100,95,958
вторичный,a,15.9,99,89,835
абстрактный,a,15.9,100,87,743
агрессивный,a,15.9,99,93,992
оборонный,a,15.9,84,88,681
персональный,a,15.9,100,94,1013
послевоенный,a,15.9,98,91,744
столовый,a,15.8,99,86,605
блаженный,a,15.8,99,88,714
подозрительный,a,15.8,100,95,829
сказочный,a,15.8,99,95,855
лекарственный,a,15.8,88,60,425
алюминиевый,a,15.7,98,93,683
заданный,a,15.7,94,85,878
тепловой,a,15.7,83,85,603
металлургический,a,15.7,78,88,493
гибкий,a,15.7,100,94,940
капитальный,a,15.7,97,90,904
материнский,a,15.6,99,94,736
соленый,a,15.6,99,93,707
оранжевый,a,15.6,99,93,678
благополучный,a,15.6,100,95,986
интимный,a,15.6,100,82,691
линейный,a,15.5,85,81,619
зенитный,a,15.5,86,87,366
пустынный,a,15.4,99,92,669
белорусский,a,15.4,98,91,626
ежедневный,a,15.4,100,95,965
босой,a,15.4,90,90,636
огненный,a,15.3,97,93,671
шелковый,a,15.3,98,93,643
бронзовый,a,15.2,98,94,698
больничный,a,15.2,97,93,627
родительский,a,15.2,100,91,714
излишний,a,15.2,99,95,979
заводской,a,15.2,98,93,813
убедительный,a,15.2,100,95,959
всяческий,a,15.2,99,95,834
выходной,a,15.2,100,94,840
пластиковый,a,15.2,98,91,741
пространственный,a,15.1,84,77,525
кирпичный,a,15.1,97,94,739
тоненький,a,15.1,95,91,672
командный,a,15.0,95,91,687
сходный,a,15.0,98,85,835
подмосковный,a,15.0,100,92,917
сравнительный,a,15.0,84,71,701
грядущий,a,15.0,98,93,934
беременный,a,14.9,100,88,632
ударный,a,14.9,98,91,750
количественный,a,14.9,80,80,753
конструктивный,a,14.9,87,88,913
грамотный,a,14.9,100,95,967
достоверный,a,14.9,96,88,900
сонный,a,14.8,96,91,659
героический,a,14.8,97,94,754
