Lemma,PoS,Freq(ipm),R,D,Doc
главное,adv,100.7,100,96,3916
вниз,adv,100.7,100,93,2274
разумеется,adv,99.7,99,96,3316
явно,adv,98.5,100,96,3626
интересно,adv,96.4,100,95,3329
правильно,adv,94.7,100,96,3327
пожалуй,adv,93.9,100,96,3270
поздно,adv,92.5,100,96,3139
постепенно,adv,91.7,100,96,3423
резко,adv,91.7,100,97,3324
во-первых,adv,88.5,100,96,4437
понятно,adv,88.4,100,95,3606
настолько,adv,88.3,100,97,3427
несколько,adv,88.2,100,95,3399
очевидно,adv,88.2,100,95,3437
абсолютно,adv,88.2,100,96,3617
лично,adv,87.8,100,96,3256
обратно,adv,87.7,100,94,2477
страшно,adv,87.2,99,94,2446
прежде,adv,87.1,100,97,3239
слегка,adv,86.3,99,88,2034
собственно,adv,85.7,100,97,3614
много,adv,84.0,100,96,3111
просто,adv,82.6,100,96,3436
вряд,adv,81.7,100,96,3803
случайно,adv,80.5,100,97,3131
высоко,adv,80.3,100,94,3411
по-прежнему,adv,79.8,100,96,3433
вверх,adv,79.3,100,94,2106
странно,adv,78.9,100,94,2491
насколько,adv,78.9,100,96,3606
вероятно,adv,78.5,100,96,2582
молча,adv,78.1,99,90,1529
немедленно,adv,77.6,99,95,2207
скажем,adv,74.9,100,96,3069
должно,adv,74.1,100,97,3495
специально,adv,73.9,100,96,3465
значительно,adv,73.0,100,92,3882
буквально,adv,73.0,100,95,2973
вокруг,adv,72.7,99,94,2099
во-вторых,adv,72.3,100,95,3854
пора,adv,71.0,100,94,2449
тяжело,adv,70.3,100,95,2180
осторожно,adv,69.8,100,91,1786
впереди,adv,69.3,100,94,2188
внимательно,adv,67.8,100,94,2217
прекрасно,adv,67.3,100,96,2609
громко,adv,67.1,99,91,1705
ранее,adv,66.5,100,90,3584
соответственно,adv,66.0,100,89,3533
важно,adv,65.6,100,96,3250
сверху,adv,65.4,100,92,2224
редко,adv,65.0,100,97,2692
честно,adv,64.7,100,95,2482
широко,adv,64.0,100,95,2936
окончательно,adv,63.2,100,96,2693
заранее,adv,63.0,100,97,2641
строго,adv,62.6,100,96,2573
наверно,adv,62.0,96,86,1314
похоже,adv,61.7,100,95,2501
серьезно,adv,61.6,100,96,2547
весело,adv,59.2,99,92,1606
вслед,adv,58.7,100,95,2155
глубоко,adv,58.4,100,96,2306
особо,adv,58.2,100,95,2919
зря,adv,57.4,99,94,1974
навстречу,adv,56.8,100,93,1824
чисто,adv,56.2,100,97,2583
крайне,adv,56.2,100,94,2975
фактически,adv,55.8,100,92,3013
больно,adv,55.6,100,93,1684
ныне,adv,55.6,99,94,2659
напротив,adv,54.9,100,97,2485
наверняка,adv,54.7,100,95,2321
жалко,adv,54.4,99,92,1720
внезапно,adv,54.2,100,92,1550
спасибо,adv,53.4,97,88,1589
говорят,adv,52.6,99,95,2239
активно,adv,52.6,100,92,3171
жаль,adv,52.0,99,95,1785
непосредственно,adv,50.9,100,90,2742
приятно,adv,50.6,100,95,2027
неизвестно,adv,50.6,100,95,2031
верно,adv,50.3,100,94,1652
крепко,adv,50.2,99,92,1520
следовательно,adv,49.9,100,90,2277
четко,adv,49.0,100,92,2533
решительно,adv,48.5,99,94,1618
впоследствии,adv,47.7,100,94,1843
успешно,adv,46.5,99,93,2909
безусловно,adv,46.2,100,95,2621
близко,adv,46.2,100,95,1770
сзади,adv,45.6,100,92,1406
внизу,adv,45.3,99,93,1412
отлично,adv,45.0,100,93,1645
тщательно,adv,43.7,100,97,2000
чрезвычайно,adv,43.6,100,95,2038
отнюдь,adv,43.5,100,94,2086
стыдно,adv,43.5,97,94,1440
нередко,adv,43.3,99,91,1865
