Lemma,PoS,Freq(ipm),R,D,Doc
глухой,a,40.7,99,94,1489
экологический,a,40.7,90,85,1321
предварительный,a,40.7,100,86,2116
чеченский,a,40.7,89,88,1148
длительный,a,40.6,100,92,2196
страховой,a,40.5,92,79,871
всеобщий,a,40.4,100,95,1807
демократический,a,40.4,99,90,1584
душевный,a,40.1,100,95,1554
печальный,a,39.9,100,95,1746
пенсионный,a,39.7,92,87,868
объективный,a,39.6,100,87,1797
теоретический,a,39.5,99,81,1377
моральный,a,39.2,100,93,1677
инвестиционный,a,39.1,70,88,1459
земельный,a,38.9,87,72,852
невероятный,a,38.8,99,95,1555
законодательный,a,38.7,76,89,1877
столичный,a,38.6,99,92,2094
хозяйственный,a,38.6,99,90,1694
вечерний,a,38.6,100,95,1599
идеальный,a,38.6,100,92,1801
непосредственный,a,38.6,100,91,2097
президентский,a,38.6,89,87,1635
сладкий,a,38.4,99,94,1474
водный,a,38.3,99,70,1145
доступный,a,38.2,100,94,2276
уважаемый,a,38.1,100,94,1838
банковский,a,38.0,94,90,1212
цветной,a,37.9,100,95,1671
жилой,a,37.8,100,88,1581
оперативный,a,37.7,99,91,1525
христианский,a,37.7,99,84,1059
разнообразный,a,37.6,100,92,2116
тесный,a,37.6,99,97,1848
жестокий,a,37.5,100,96,1582
плотный,a,37.5,100,95,1524
блестящий,a,37.5,100,95,1616
четкий,a,37.5,100,93,2132
публичный,a,37.4,99,89,1499
исходный,a,37.1,100,80,1393
социалистический,a,37.1,98,90,1217
модный,a,36.9,99,95,1817
ровный,a,36.9,99,95,1538
нравственный,a,36.8,99,91,1217
своеобразный,a,36.8,100,93,1884
успешный,a,36.8,100,92,2396
благородный,a,36.7,99,94,1551
священный,a,36.7,99,88,1267
явный,a,36.7,100,96,1981
существующий,a,36.6,97,90,2254
суровый,a,36.6,100,96,1627
бледный,a,36.5,100,92,1120
ленинградский,a,36.3,99,91,1359
ключевой,a,36.0,99,89,2264
божественный,a,35.9,99,75,1076
намерен,a,35.7,100,92,2216
искусственный,a,35.7,100,94,1677
устойчивый,a,35.7,100,89,1953
сумасшедший,a,35.7,98,93,1211
коммунистический,a,35.6,99,90,1138
вчерашний,a,35.6,100,94,1519
окончательный,a,35.6,100,94,2177
развитой,a,35.5,100,90,1929
взаимный,a,35.5,100,92,1667
качественный,a,35.2,96,90,2169
приличный,a,35.1,98,95,1544
царский,a,35.0,100,91,1087
железнодорожный,a,34.9,99,94,1439
серебряный,a,34.8,100,95,1365
актуальный,a,34.7,97,89,2249
сплошной,a,34.7,100,97,1639
украинский,a,34.6,100,91,1044
выдающийся,a,34.6,99,93,1541
худой,a,34.6,98,93,1274
разумный,a,34.5,100,96,1744
газовый,a,34.5,100,90,1320
должностной,a,34.4,92,61,950
великолепный,a,34.2,100,95,1464
нормативный,a,34.1,67,80,1226
седой,a,34.1,99,91,1018
невидимый,a,34.1,96,93,1294
положенный,a,34.1,100,95,1631
автомобильный,a,34.0,99,93,1651
справедливый,a,33.9,100,96,1810
повышенный,a,33.9,100,91,2025
подземный,a,33.8,100,90,1113
конституционный,a,33.8,83,83,947
гигантский,a,33.8,97,94,1407
давний,a,33.7,100,95,1609
небесный,a,33.7,100,89,1241
нефтяной,a,33.6,95,90,1339
компьютерный,a,33.5,98,89,1525
избирательный,a,33.5,87,87,1125
голодный,a,33.5,99,95,1316
философский,a,33.5,99,88,1146
двойной,a,33.4,100,95,1631
процессуальный,a,33.4,67,68,401
психический,a,33.3,98,80,758
польский,a,33.0,100,83,856
