Lemma,PoS,Freq(ipm),R,D,Doc
обидеться,v,32.3,96,92,1197
отказать,v,32.3,100,96,1574
окружать,v,32.2,100,94,1562
двинуться,v,32.2,97,92,1041
замолчать,v,32.2,93,89,939
успевать,v,32.2,100,96,1519
обрести,v,32.1,99,95,1638
подчеркивать,v,32.1,100,93,1731
переводить,v,32.0,99,96,1379
храниться,v,32.0,100,90,1453
полезть,v,32.0,95,90,1017
помешать,v,31.8,100,96,1590
издать,v,31.8,98,95,1562
ценить,v,31.8,100,95,1421
заинтересовать,v,31.8,100,95,2003
вырваться,v,31.8,100,93,1231
сравнить,v,31.7,100,89,1550
тащить,v,31.6,98,92,1171
совпадать,v,31.5,100,92,1732
пообещать,v,31.4,99,94,1496
направиться,v,31.4,97,90,907
благодарить,v,31.4,100,94,1349
развернуть,v,31.4,100,96,1517
прозвучать,v,31.3,100,95,1561
соглашаться,v,31.3,100,96,1464
сменить,v,31.2,100,96,1618
обмануть,v,31.2,99,95,1308
доставать,v,31.2,97,93,1317
обнять,v,31.2,94,90,933
зарегистрировать,v,31.2,100,87,1570
оглядываться,v,31.2,98,91,1086
опасаться,v,31.2,99,96,1521
украсть,v,31.1,97,94,1270
рассуждать,v,31.1,99,96,1398
заявлять,v,31.0,100,94,1904
повысить,v,31.0,100,94,2076
поручить,v,31.0,100,94,1481
ошибиться,v,31.0,100,95,1293
заполнить,v,30.9,100,96,1583
опуститься,v,30.9,98,91,1091
развести,v,30.9,100,93,1216
заслужить,v,30.8,100,96,1628
засыпать,v,30.8,99,94,1270
преодолеть,v,30.8,100,95,1736
заплакать,v,30.8,92,90,1033
трудиться,v,30.8,100,95,1637
пожалеть,v,30.7,99,93,1257
лечить,v,30.6,100,94,1227
валяться,v,30.5,97,92,1113
зарабатывать,v,30.5,100,95,1526
охватить,v,30.5,99,95,1432
предусматривать,v,30.5,88,89,1883
выражаться,v,30.4,100,95,1537
доходить,v,30.4,100,95,1565
сломать,v,30.4,99,95,1391
обидеть,v,30.4,99,94,1276
обойти,v,30.4,100,96,1535
свернуть,v,30.3,97,92,1164
вытянуть,v,30.3,98,92,1102
даваться,v,30.3,100,95,1675
рухнуть,v,30.3,99,94,1265
прощать,v,30.3,97,94,1113
стесняться,v,30.3,100,95,1209
отвернуться,v,30.3,97,91,1054
пробормотать,v,30.2,83,86,618
приступить,v,30.2,100,95,1779
осветить,v,30.2,99,93,1192
возражать,v,30.2,99,95,1256
выделяться,v,30.2,100,92,1680
изложить,v,30.1,100,93,1562
длиться,v,30.1,100,96,1538
проиграть,v,30.1,99,92,1362
полюбить,v,30.1,99,94,1238
обозначить,v,30.1,100,90,1649
распахнуть,v,30.1,93,90,941
реагировать,v,30.0,100,95,1577
рисковать,v,30.0,100,96,1510
устроиться,v,30.0,98,94,1206
провожать,v,30.0,98,93,1090
увеличиться,v,29.9,98,90,1765
столкнуться,v,29.8,100,96,1671
кончить,v,29.8,98,93,1026
свести,v,29.7,100,96,1539
заснуть,v,29.7,97,92,1034
сбить,v,29.6,100,94,1180
отправляться,v,29.6,100,96,1495
кончаться,v,29.5,99,95,1281
нарушать,v,29.5,100,96,1653
прервать,v,29.4,100,94,1168
выпасть,v,29.4,100,95,1373
добиваться,v,29.4,100,95,1652
предупреждать,v,29.4,100,96,1437
счесть,v,29.4,99,95,1417
призывать,v,29.3,100,94,1605
полететь,v,29.3,96,92,1085
варить,v,29.3,98,89,952
выбраться,v,29.2,99,92,1048
выделять,v,29.2,100,89,1686
расстрелять,v,29.2,98,92,906
разглядеть,v,29.1,98,92,1079
