Lemma,PoS,Freq(ipm),R,D,Doc
одинаково,adv,24.5,100,97,1383
максимально,adv,24.3,96,91,1668
внешне,adv,24.2,100,95,1235
частично,adv,24.2,100,91,1443
бесконечно,adv,23.9,99,94,1093
изнутри,adv,23.8,100,95,1202
попросту,adv,23.8,98,95,1175
прочь,adv,23.8,100,92,990
тепло,adv,23.7,100,94,1165
сравнительно,adv,23.6,98,92,1344
ласково,adv,23.6,94,90,880
торопливо,adv,23.6,84,88,675
бесплатно,adv,23.6,100,92,1391
скучно,adv,23.4,99,94,1111
плотно,adv,23.4,100,94,1079
полно,adv,23.0,100,95,1268
преимущественно,adv,22.9,98,88,1311
напрасно,adv,22.9,97,93,1013
неловко,adv,22.9,96,91,917
наружу,adv,22.8,100,93,963
по-разному,adv,22.8,100,95,1413
изредка,adv,22.8,98,94,999
открыто,adv,22.8,100,95,1253
наверх,adv,22.7,96,93,910
мысленно,adv,22.7,96,92,878
пешком,adv,22.4,99,94,1018
обидно,adv,22.4,98,93,1104
торжественно,adv,22.3,100,94,1033
вежливо,adv,22.3,98,93,939
ладно,adv,22.3,95,86,1008
грубо,adv,21.5,100,95,1034
недаром,adv,21.4,99,95,1099
наверху,adv,21.2,99,93,948
неизбежно,adv,21.1,99,93,1258
тихонько,adv,21.1,89,89,727
негромко,adv,20.8,82,87,620
потихоньку,adv,20.7,96,94,950
удивленно,adv,20.6,92,89,697
относительно,adv,20.6,100,84,1251
удачно,adv,20.3,100,96,1197
конкретно,adv,20.3,100,94,1120
испуганно,adv,20.3,84,88,683
остро,adv,20.2,99,96,1184
категорически,adv,20.2,100,94,1128
упорно,adv,20.2,100,95,1046
смело,adv,20.0,100,96,1233
позади,adv,20.0,98,94,901
автоматически,adv,20.0,99,95,1243
жарко,adv,19.8,98,91,882
разом,adv,19.7,95,91,772
физически,adv,19.6,100,96,1092
старательно,adv,19.4,98,92,854
традиционно,adv,19.4,96,91,1436
сбоку,adv,19.3,99,85,770
поспешно,adv,19.3,91,88,575
темно,adv,19.3,95,91,846
толком,adv,19.3,96,94,943
изначально,adv,19.2,99,93,1258
снаружи,adv,19.0,100,94,947
дружно,adv,19.0,98,94,918
предварительно,adv,18.9,100,94,1150
горячо,adv,18.8,97,94,909
печально,adv,18.7,98,93,917
нарочно,adv,18.7,96,90,784
нежно,adv,18.6,98,93,796
горько,adv,18.6,96,92,853
сердито,adv,18.6,87,87,565
впрямь,adv,18.4,97,91,695
вдвое,adv,18.4,98,95,1205
направо,adv,18.3,100,94,886
жестко,adv,18.3,99,95,1126
издали,adv,18.2,97,91,726
вдали,adv,18.1,99,93,838
налево,adv,18.1,100,94,853
против,adv,18.1,99,94,930
параллельно,adv,18.0,100,93,1188
напрямую,adv,17.8,98,94,1270
неудобно,adv,17.7,99,93,879
эффективно,adv,17.7,85,90,1309
неизменно,adv,17.6,98,94,899
приблизительно,adv,17.6,100,95,1027
внутрь,adv,17.6,100,93,808
издалека,adv,17.6,95,92,813
гордо,adv,17.5,96,93,897
сплошь,adv,17.5,99,95,931
сознательно,adv,17.3,100,94,1015
благополучно,adv,17.3,100,95,959
предельно,adv,17.1,99,94,1065
растерянно,adv,16.9,88,89,587
насквозь,adv,16.8,97,93,867
бывало,adv,16.8,95,92,731
единственно,adv,16.8,99,96,978
отныне,adv,16.7,99,95,890
замечательно,adv,16.7,99,93,860
отчаянно,adv,16.6,98,92,743
в-третьих,adv,16.5,100,93,1175
сугубо,adv,16.4,99,94,1016
трижды,adv,16.4,98,96,953
формально,adv,16.4,97,93,1056
ниже,adv,16.3,100,92,1083
